"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
93, 1.000000000000000e+00, -1.000000000000000e-03, 9.742601358953243e+03, -1.308355156656630e+01, 0.000000000000000e+00, 0.000000000000000e+00
70, 9.997621355856203e-01, -1.104655794252883e-03, 1.124144227889848e+04, 1.236645933939161e+00, 0.000000000000000e+00, 0.000000000000000e+00
108, 9.990485012488061e-01, -1.418310288719461e-03, 1.098876424068364e+04, -1.177485788197809e+00, 0.000000000000000e+00, 0.000000000000000e+00
168, 9.978686702132833e-01, -1.933823323625531e-03, 1.109310385724885e+04, -1.806062018069065e-01, 0.000000000000000e+00, 0.000000000000000e+00
226, 9.962132437955421e-01, -2.644475867349850e-03, 1.108704041631501e+04, -2.385374142189333e-01, 0.000000000000000e+00, 0.000000000000000e+00
290, 9.940822606931574e-01, -3.524641079529761e-03, 1.109755354395869e+04, -1.380930894062971e-01, 0.000000000000000e+00, 0.000000000000000e+00
359, 9.914853571674017e-01, -4.525559869733011e-03, 1.109971224483860e+04, -1.174684703866773e-01, 0.000000000000000e+00, 0.000000000000000e+00
394, 9.884321728242919e-01, -5.582267445939953e-03, 1.110165333755125e+04, -9.892291919308954e-02, 0.000000000000000e+00, 0.000000000000000e+00
395, 9.849038280601278e-01, -6.633669486778071e-03, 1.110358885086175e+04, -8.043067461772517e-02, 0.000000000000000e+00, 0.000000000000000e+00
396, 9.809288756219902e-01, -7.618645038714005e-03, 1.110673719981282e+04, -5.035077875962780e-02, 0.000000000000000e+00, 0.000000000000000e+00
470, 9.764883938926089e-01, -8.526480335081812e-03, 1.111094612180782e+04, -1.013797603275859e-02, 0.000000000000000e+00, 0.000000000000000e+00
471, 9.716109697805432e-01, -9.386001115353069e-03, 1.111555103837143e+04, 3.385823049370447e-02, 0.000000000000000e+00, 0.000000000000000e+00
516, 9.662775255275239e-01, -1.028109482963104e-02, 1.111964775840078e+04, 7.299903532756424e-02, 0.000000000000000e+00, 0.000000000000000e+00
521, 9.605069335344338e-01, -1.131164117164396e-02, 1.112265680235049e+04, 1.017479859827514e-01, 0.000000000000000e+00, 0.000000000000000e+00
537, 9.542990465612926e-01, -1.257169980067365e-02, 1.112437714754161e+04, 1.181844753913957e-01, 0.000000000000000e+00, 0.000000000000000e+00
469, 9.922119222715451e-01, -2.524133072000726e-03, 1.120437932156152e+04, 8.825397296345850e-01, 0.000000000000000e+00, 0.000000000000000e+00
393, 9.948726051760148e-01, -1.784166317001200e-03, 1.118100410313164e+04, 6.592086608874397e-01, 0.000000000000000e+00, 0.000000000000000e+00
325, 9.970564384455434e-01, -1.063643531036942e-03, 1.127826287256996e+04, 1.588436551905907e+00, 0.000000000000000e+00, 0.000000000000000e+00
259, 9.987533013274225e-01, -4.574630880838303e-04, 1.096087187682576e+04, -1.443974482151698e+00, 0.000000000000000e+00, 0.000000000000000e+00
196, 9.999628926939207e-01, -1.365578799940619e-05, 1.486553039145315e+04, 3.586183986907205e+01, 0.000000000000000e+00, 0.000000000000000e+00
135, 1.000000000000000e+00, 0.000000000000000e+00, 1.438697928715725e+04, 3.128967598135766e+01, 0.000000000000000e+00, 0.000000000000000e+00
538, 9.476630050780430e-01, -1.411787315883479e-02, 1.112489844972770e+04, 1.231650908542346e-01, 0.000000000000000e+00, 0.000000000000000e+00
541, 9.406073032709968e-01, -1.595947485165333e-02, 1.112455128713227e+04, 1.198482365669064e-01, 0.000000000000000e+00, 0.000000000000000e+00
544, 9.331391429429394e-01, -1.806627433371892e-02, 1.112373211645691e+04, 1.120217316312730e-01, 0.000000000000000e+00, 0.000000000000000e+00
545, 9.252458505652166e-01, -2.039634334608720e-02, 1.112278809145554e+04, 1.030023458610933e-01, 0.000000000000000e+00, 0.000000000000000e+00
550, 9.169519941343894e-01, -2.290039380357809e-02, 1.112197895529386e+04, 9.527171248574336e-02, 0.000000000000000e+00, 0.000000000000000e+00
551, 9.082431930377265e-01, -2.555773140154370e-02, 1.112137509403749e+04, 8.950231271886579e-02, 0.000000000000000e+00, 0.000000000000000e+00
552, 8.991326220984526e-01, -2.835994186453470e-02, 1.112106116362921e+04, 8.650296476396883e-02, 0.000000000000000e+00, 0.000000000000000e+00
553, 8.896241310836983e-01, -3.132052023052543e-02, 1.112088089562495e+04, 8.478065161542238e-02, 0.000000000000000e+00, 0.000000000000000e+00
556, 8.797148393122844e-01, -3.447333052402936e-02, 1.112069554765423e+04, 8.300980354756192e-02, 0.000000000000000e+00, 0.000000000000000e+00
557, 8.694219966988325e-01, -3.785004307201477e-02, 1.112038353635231e+04, 8.002879108224967e-02, 0.000000000000000e+00, 0.000000000000000e+00
558, 8.587630404630028e-01, -4.147860643360016e-02, 1.111986877049901e+04, 7.511062492621523e-02, 0.000000000000000e+00, 0.000000000000000e+00
567, 8.477169457374284e-01, -4.539423719100020e-02, 1.111911602545939e+04, 6.791876254011731e-02, 0.000000000000000e+00, 0.000000000000000e+00
570, 8.363209362807044e-01, -4.960541139293067e-02, 1.111807031133176e+04, 5.792782044783256e-02, 0.000000000000000e+00, 0.000000000000000e+00
571, 8.245835781897208e-01, -5.412449040976922e-02, 1.111678338840224e+04, 4.563232579365776e-02, 0.000000000000000e+00, 0.000000000000000e+00
572, 8.124941550296225e-01, -5.896740670235186e-02, 1.111516747805968e+04, 3.019362583518644e-02, 0.000000000000000e+00, 0.000000000000000e+00
573, 8.000811995613997e-01, -6.413156484228444e-02, 1.111327302951748e+04, 1.209372149054304e-02, 0.000000000000000e+00, 0.000000000000000e+00
578, 7.873537456814902e-01, -6.961859244879177e-02, 1.111104668155082e+04, -9.177210042796289e-03, 0.000000000000000e+00, 0.000000000000000e+00
579, 7.743298438441808e-01, -7.542054760160505e-02, 1.110847871461874e+04, -3.371203101863894e-02, 0.000000000000000e+00, 0.000000000000000e+00
577, 7.610077150197835e-01, -8.153523823366048e-02, 1.110566349173362e+04, -6.060918013320205e-02, 0.000000000000000e+00, 0.000000000000000e+00
576, 7.473953596122606e-01, -8.795431415401041e-02, 1.110239462826968e+04, -9.184049346531692e-02, 0.000000000000000e+00, 0.000000000000000e+00
575, 7.335206854829130e-01, -9.465772291100367e-02, 1.109890519832259e+04, -1.251791389089859e-01, 0.000000000000000e+00, 0.000000000000000e+00
574, 7.193921869180818e-01, -1.016323461461338e-01, 1.109490436041051e+04, -1.634038686358574e-01, 0.000000000000000e+00, 0.000000000000000e+00
569, 7.050082799618819e-01, -1.088683754728461e-01, 1.109064530816955e+04, -2.040956248082628e-01, 0.000000000000000e+00, 0.000000000000000e+00
568, 6.903975049090465e-01, -1.163392773948007e-01, 1.108591182966090e+04, -2.493201354325512e-01, 0.000000000000000e+00, 0.000000000000000e+00
566, 6.755695490162060e-01, -1.240290046015527e-01, 1.108080229594631e+04, -2.981375455757515e-01, 0.000000000000000e+00, 0.000000000000000e+00
565, 6.605348555915000e-01, -1.319216314488163e-01, 1.107518152325283e+04, -3.518394254784301e-01, 0.000000000000000e+00, 0.000000000000000e+00
564, 6.453141758394891e-01, -1.399944109664351e-01, 1.106905058825227e+04, -4.104154884230919e-01, 0.000000000000000e+00, 0.000000000000000e+00
563, 6.299284279037715e-01, -1.482229773385813e-01, 1.106232789548175e+04, -4.746453122343013e-01, 0.000000000000000e+00, 0.000000000000000e+00
562, 6.143888443847303e-01, -1.565867569529149e-01, 1.105494934842326e+04, -5.451412866491584e-01, 0.000000000000000e+00, 0.000000000000000e+00
561, 5.987067674368181e-01, -1.650638554806192e-01, 1.104677275831353e+04, -6.232619088538031e-01, 0.000000000000000e+00, 0.000000000000000e+00
560, 5.829036256135732e-01, -1.736231997791109e-01, 1.103771845715828e+04, -7.097683412889654e-01, 0.000000000000000e+00, 0.000000000000000e+00
559, 5.669902863080678e-01, -1.822304064244167e-01, 1.102776306203721e+04, -8.048839886083217e-01, 0.000000000000000e+00, 0.000000000000000e+00
555, 5.509981481232903e-01, -1.908371649708612e-01, 1.101684027505431e+04, -9.092422729129744e-01, 0.000000000000000e+00, 0.000000000000000e+00
554, 5.349280422289686e-01, -1.994104968608078e-01, 1.100492106247948e+04, -1.023120587716531e+00, 0.000000000000000e+00, 0.000000000000000e+00
549, 5.188115378527824e-01, -2.079000422717557e-01, 1.099192563311229e+04, -1.147281272593561e+00, 0.000000000000000e+00, 0.000000000000000e+00
548, 5.026497511328263e-01, -2.162708561436396e-01, 1.097797907609424e+04, -1.280529203239727e+00, 0.000000000000000e+00, 0.000000000000000e+00
547, 4.864746862420334e-01, -2.244730603566710e-01, 1.096301957690536e+04, -1.423454966769888e+00, 0.000000000000000e+00, 0.000000000000000e+00
546, 4.702995377529798e-01, -2.324772689282086e-01, 1.094694122247029e+04, -1.577070475880537e+00, 0.000000000000000e+00, 0.000000000000000e+00
543, 4.541381176622994e-01, -2.402577925293570e-01, 1.092953963100328e+04, -1.743328431154294e+00, 0.000000000000000e+00, 0.000000000000000e+00
542, 4.380247555402706e-01, -2.477791995792233e-01, 1.091069767698795e+04, -1.923347870979069e+00, 0.000000000000000e+00, 0.000000000000000e+00
142, 2.196161454589945e-02, -1.540936336022433e-01, 1.079852046349188e+04, -2.995109277372153e+00, 0.000000000000000e+00, 0.000000000000000e+00
141, 1.843144503504924e-02, -1.435594988553554e-01, 1.082948129530505e+04, -2.699303885055633e+00, 0.000000000000000e+00, 0.000000000000000e+00
