"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Conservative_5"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"	"<greek>m</greek>"	"C<sub>f</sub>_x"	"C<sub>f</sub>_y"	"h"	"y<sup>+</sup>"	"<greek>m</greek><sub>t</sub>"
20	1.003331599577751e+00	-2.537595836616010e-03	9.862457666972486e-01	2.222712704750713e-02	-1.136758567167009e-02	2.484157395353682e+00	2.108726580719812e-06	9.935365662821948e-01	1.007392477444402e+00	-6.861977363051242e-01	2.131516053153462e-02	5.588336662354896e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.065380766608392e-06	
21	1.003367486965681e+00	-1.521498289203081e-03	9.841037353652317e-01	2.970821425292038e-02	-1.292266114332645e-02	2.484104487363557e+00	1.922039528892095e-06	9.934284895534392e-01	1.009475377293174e+00	-6.976718242059616e-01	2.769195364498913e-02	5.597200988148953e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.874105383282005e-06	
22	1.003707779801265e+00	-7.426047051348659e-04	9.835875692226844e-01	3.310225337380840e-02	-1.080652210291233e-02	2.483842066109458e+00	2.285997237322269e-06	9.932902718641348e-01	1.009864604784624e+00	-7.123458612053292e-01	2.977415398989509e-02	5.598856457608005e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.236121771594779e-06	
23	1.003726764995230e+00	-2.033994192324841e-03	9.848540666455560e-01	2.672007083682389e-02	-1.095966771081041e-02	2.484219217340465e+00	1.894626855659355e-06	9.935183062065721e-01	1.008797485693009e+00	-6.881363378448162e-01	2.467544804527379e-02	5.594317023331352e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.848104870623348e-06	
24	1.003176251035621e+00	-1.031835254956646e-04	9.838975992431980e-01	3.562460987907595e-02	-1.251232816158825e-02	2.483534992614230e+00	2.480193104574848e-06	9.931241963212760e-01	1.009377598934254e+00	-7.299774586720722e-01	3.228263204962811e-02	5.596785066492902e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.429764268113006e-06	
25	1.002790575937218e+00	2.408248988546930e-04	9.841470361404722e-01	3.691117542892471e-02	-1.405445202566895e-02	2.483134305512122e+00	2.529084295333416e-06	9.929367040284988e-01	1.008931254746747e+00	-7.498827895682479e-01	3.376776242377898e-02	5.594886193984133e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.478913602816329e-06	
26	1.001745636026567e+00	-8.017344735394495e-04	9.841325741697012e-01	3.514805520463215e-02	-2.657102226671348e-02	2.483930087772286e+00	1.800596333029069e-06	9.931774937513935e-01	1.009190753176038e+00	-7.243190768437318e-01	3.766637421902089e-02	5.595990222463231e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.752274097848821e-06	
27	1.001384191728207e+00	-9.938412327607678e-04	9.859380335334492e-01	3.052185433765659e-02	-2.999504069063018e-02	2.484002881903060e+00	1.590687421447272e-06	9.932296717967096e-01	1.007395635440828e+00	-7.187795357663475e-01	3.654806797390429e-02	5.588350108800210e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.543328390743056e-06	
28	1.002334238664603e+00	5.875492455963555e-04	9.843868883335889e-01	3.830933127422319e-02	-1.632398966102785e-02	2.482676726062896e+00	2.560882553073107e-06	9.927183741719283e-01	1.008463629429729e+00	-7.730620252326826e-01	3.560199161364117e-02	5.592896345865939e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.511084435322364e-06	
29	1.002258336522869e+00	9.941299338202627e-05	9.833526365755677e-01	3.811061482186235e-02	-1.804861018215701e-02	2.483300192909881e+00	2.437615673629119e-06	9.929584223057721e-01	1.009768403900005e+00	-7.475770441468348e-01	3.606638414868734e-02	5.598447323230533e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.386155196545336e-06	
30	1.002173172806604e+00	-2.935302167565518e-04	9.828907218427140e-01	3.801465232371986e-02	-2.045000146570508e-02	2.483492131739390e+00	2.273381021771513e-06	9.930177024382891e-01	1.010303261970557e+00	-7.412835019652279e-01	3.692735203224332e-02	5.600721789107326e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.221962029697781e-06	
31	1.001741527876112e+00	-4.380367561118013e-04	9.830263225162852e-01	3.890659515272643e-02	-2.610964858163967e-02	2.483572458244729e+00	2.056924239645423e-06	9.929823143033490e-01	1.010127899486536e+00	-7.450405232557922e-01	4.008142293839695e-02	5.599976130845540e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.006753386230732e-06	
32	1.001041950994952e+00	-1.159964300031115e-03	9.877144598556898e-01	2.191335521334933e-02	-2.967853573567250e-02	2.484020062263884e+00	1.442178279330832e-06	9.933324370356909e-01	1.005687855557791e+00	-7.078693481727908e-01	3.147775309741777e-02	5.581075543383945e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.394442579017115e-06	
33	1.003592544240889e+00	-3.180476887189887e-03	9.870371068245499e-01	1.844708124001203e-02	-8.704271634347255e-03	2.483985859347180e+00	3.734044446916395e-06	9.935100390763449e-01	1.006557942155407e+00	-6.890140270569752e-01	1.740847192827170e-02	5.584782570440209e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.681056608152260e-06	
34	1.001098946812067e+00	-1.589828580397241e-03	9.879937727128602e-01	1.423927305314017e-02	-2.132666095466602e-02	2.484174658040111e+00	1.398716322247662e-06	9.935367483356231e-01	1.005610334574826e+00	-6.861784083974110e-01	2.187471079467230e-02	5.580745187326124e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.350098233675837e-06	
35	1.000729827805533e+00	-1.400067244043219e-03	9.880698139676731e-01	8.926269738081371e-03	-2.066578361234576e-02	2.483937594612069e+00	1.206182988078589e-06	9.934724635334607e-01	1.005467882420265e+00	-6.930032769809809e-01	1.920270332553622e-02	5.580138094384959e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.149561210093723e-06	
36	1.001595807407148e+00	-2.238220523788778e-03	9.877772567577047e-01	1.364288391120646e-02	-1.489069228923634e-02	2.484130505482792e+00	1.628624678561976e-06	9.935696206200997e-01	1.005864038499336e+00	-6.826884852110925e-01	1.722913237712791e-02	5.581826301706966e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.585021112813601e-06	
37	1.001150798909181e+00	-2.062822738662999e-03	9.879988659659987e-01	9.786073481735427e-03	-1.431645787269427e-02	2.484127715143451e+00	1.466409734603822e-06	9.935902098336170e-01	1.005659261422483e+00	-6.805026081177799e-01	1.479248661158941e-02	5.580953690777960e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.419765473484236e-06	
38	1.001735148241796e+00	-2.755596351588539e-03	9.878849522746667e-01	1.081531556249218e-02	-1.052325090892199e-02	2.483979178488312e+00	2.268072625998797e-06	9.935455709137079e-01	1.005730038326839e+00	-6.852417494364836e-01	1.287300149713582e-02	5.581255300250326e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.228268079628885e-06	
39	1.001942171684197e+00	-3.256699024634896e-03	9.879942691746367e-01	9.544338675878483e-03	-7.667850080596108e-03	2.483874767943256e+00	3.478753034778012e-06	9.935195648301258e-01	1.005592436948147e+00	-6.880027146545545e-01	1.044377144527174e-02	5.580668914736200e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.431730155082650e-06	
40	1.002533471771045e+00	-3.432765704707996e-03	9.878293848131442e-01	1.207939453600481e-02	-7.842424957830050e-03	2.483838741903861e+00	4.133436737606063e-06	9.934935025862819e-01	1.005733902898839e+00	-6.907696421902197e-01	1.228663613456167e-02	5.581271768481669e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	4.079401278675736e-06	
41	1.003403479133413e+00	-3.604866082703200e-03	9.876049373675991e-01	1.508522786316330e-02	-7.301173000325860e-03	2.484015435568394e+00	5.135179533707423e-06	9.935492949599021e-01	1.006018963015867e+00	-6.848463818687286e-01	1.429892116767930e-02	5.582486419742860e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.069108897020187e-06	
42	1.004050198159959e+00	-2.644881584173457e-03	9.858958003367400e-01	2.313337025682884e-02	-9.063544696315987e-03	2.484168327857967e+00	2.562942314296979e-06	9.935421047933652e-01	1.007755692289199e+00	-6.856097340150712e-01	2.121659600593886e-02	5.589883061475325e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.517040487873552e-06	
43	1.003831674525515e+00	8.028770040035410e-08	9.844699693633426e-01	3.546144356936485e-02	-9.862690542627433e-03	2.483565950198189e+00	2.532271086467197e-06	9.931511483938154e-01	1.008818124778440e+00	-7.271160614685589e-01	3.146027572816934e-02	5.594404842470371e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.482901958519740e-06	
44	1.004048334111846e+00	-1.419931680365953e-03	9.838254163863364e-01	3.011524087255908e-02	-9.805396995465824e-03	2.483991825228353e+00	2.061666795604668e-06	9.933928171762355e-01	1.009724693660631e+00	-7.014590223972835e-01	2.707589637174681e-02	5.598261420924493e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.013170439845422e-06	
45	1.004427086436373e+00	-6.254645863409312e-04	9.839757031207446e-01	3.308536727359395e-02	-8.240425348107943e-03	2.483844991006477e+00	2.382636435453759e-06	9.933017007026340e-01	1.009477873846185e+00	-7.111325056656602e-01	2.914796934246840e-02	5.597211607526324e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.333093286851283e-06	
46	1.004479638596202e+00	-2.024707400429290e-03	9.845039240654985e-01	2.717072269877328e-02	-8.366736263748745e-03	2.484095657627710e+00	2.047940596249245e-06	9.934740685917376e-01	1.009111334456847e+00	-6.928328741572970e-01	2.429528317953356e-02	5.595652352557469e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.000896531640445e-06	
47	1.003363010126982e+00	4.677823534360252e-04	9.849797247355487e-01	3.737988795087224e-02	-1.139948846207142e-02	2.483298648475769e+00	2.641274213437319e-06	9.930093607513071e-01	1.008152082539480e+00	-7.421691065794254e-01	3.339598391286791e-02	5.591570395739121e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.592389538592061e-06	
48	1.002875247306652e+00	8.072454658926427e-04	9.851897483655884e-01	3.920484221125599e-02	-1.335272933897761e-02	2.482854647834502e+00	2.699686461770076e-06	9.927936388977588e-01	1.007718199001548e+00	-7.650714606592022e-01	3.539309111945328e-02	5.589723445157829e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.650896200662650e-06	
49	1.004039867213743e+00	6.882339177901171e-04	9.855877734135934e-01	3.904690314048763e-02	-9.576916900556962e-03	2.483480939556830e+00	2.802639900180171e-06	9.930643729749319e-01	1.007585929699030e+00	-7.363286717627948e-01	3.434559866296461e-02	5.589160325521793e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.754081724494725e-06	
50	1.002397547353378e+00	1.095215752746078e-03	9.852813134613340e-01	4.131268234575396e-02	-1.592745124090487e-02	2.482420772498563e+00	2.742451557355844e-06	9.925703675386770e-01	1.007397942067668e+00	-7.887753165155218e-01	3.783989533499081e-02	5.588359930182646e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.693558082319222e-06	
51	1.001384456953823e+00	-6.429955639653943e-04	9.844446335188981e-01	3.707501643340314e-02	-3.169247042976015e-02	2.483813716634439e+00	1.736638899773321e-06	9.930421746533887e-01	1.008733392251588e+00	-7.386853816259631e-01	4.169182699067790e-02	5.594044300675637e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.688453936175696e-06	
52	1.001052337515477e+00	-8.433660808899685e-04	9.866231093706866e-01	3.101820032269595e-02	-3.478070909695558e-02	2.483662188117628e+00	1.493947223942053e-06	9.930246207150175e-01	1.006488304686492e+00	-7.405490153072967e-01	3.979173666159568e-02	5.584485935690580e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.445819294216596e-06	
53	1.001916808765299e+00	8.276534774394342e-04	9.844197652684085e-01	3.948344130177554e-02	-1.917270887853011e-02	2.482133809078593e+00	2.558890008433321e-06	9.924621184665385e-01	1.008169638077043e+00	-8.002677014461387e-01	3.752988994896596e-02	5.591645117791370e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.509199149951494e-06	
54	1.001874689391212e+00	3.722850643273494e-04	9.833064931069189e-01	3.927613850128248e-02	-2.055286008413493e-02	2.482743387539733e+00	2.450092275667598e-06	9.926976759479759e-01	1.009550616117040e+00	-7.752594755418865e-01	3.791998734292924e-02	5.597521019572653e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.398425147530021e-06	
55	1.001805654699486e+00	-3.903301092871730e-05	9.826248712202073e-01	4.026310472270395e-02	-2.342035685150277e-02	2.483273609499350e+00	2.301510371330245e-06	9.928678448171556e-01	1.010424093565054e+00	-7.571933054658976e-01	3.985559467424540e-02	5.601235539981495e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.249290106945724e-06	
56	1.001446528009924e+00	-2.537530686323810e-04	9.828636766280654e-01	4.153023004031412e-02	-2.994281195351745e-02	2.483642685320897e+00	2.062207847417570e-06	9.929236670939513e-01	1.010235387373760e+00	-7.512668704400269e-01	4.380184685431506e-02	5.600433187244847e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.011680447004366e-06	
57	1.000704460304524e+00	-9.934300164125731e-04	9.883934087242080e-01	1.932614857037739e-02	-3.212063187469158e-02	2.484072307503041e+00	1.286789492566177e-06	9.933445756961470e-01	1.005009307962029e+00	-7.065806335838524e-01	3.197389764054901e-02	5.578183488039056e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.234575693893709e-06	
58	1.000351129506008e+00	-1.274306763107325e-03	9.869544507275364e-01	1.366385731896162e-03	-1.200826641391015e-02	2.482168417898118e+00	7.830264874536719e-07	9.928377679265514e-01	1.005961082798379e+00	-7.603864525064309e-01	1.031863061780823e-02	5.582239803662964e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.809571519101742e-07	
59	3.124498051550219e-03	-4.958983394217520e-02	9.491102722335375e-01	0.000000000000000e+00	0.000000000000000e+00	2.418695144402053e+00	1.000000000000000e-10	9.674780577608212e-01	1.019352635899788e+00	-3.452728707234036e+00	0.000000000000000e+00	5.639115150697147e-08	9.172906323371793e-05	-1.889589978024947e-04	-1.357677620355239e-06	7.726540669587415e+01	1.264325100751124e-21	
60	2.537646184044878e-03	-4.826432014613557e-02	9.518173847508916e-01	0.000000000000000e+00	0.000000000000000e+00	2.418745712906554e+00	1.000000000000000e-10	9.674982851626214e-01	1.016474694266941e+00	-3.450581242290071e+00	0.000000000000000e+00	5.626923176059775e-08	8.605886793641879e-05	-2.044482083493501e-04	-1.095167104978080e-06	5.135340459348571e+01	1.287142195591713e-21	
61	2.003080565366857e-03	-4.692570645177865e-02	9.534316819697281e-01	0.000000000000000e+00	0.000000000000000e+00	2.424535468236181e+00	1.000000000000000e-10	9.698141872944721e-01	1.017182673530314e+00	-3.204710878368429e+00	0.000000000000000e+00	5.629923990079054e-08	7.573156266460803e-05	-2.149048268046982e-04	-1.292577472695597e-06	4.729141788898515e+01	1.293825409960551e-21	
62	1.004447970932810e+00	-3.640127965792314e-03	9.871396898357492e-01	1.811051554972445e-02	-6.271629835385625e-03	2.483976738576904e+00	6.060694829572279e-06	9.935162735190398e-01	1.006459656874248e+00	-6.883521404110950e-01	1.635625612722202e-02	5.584363901689751e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.981011538042470e-06	
63	1.000737878451994e+00	-1.890834352230253e-03	9.879471451866590e-01	5.358929347516619e-03	-1.200905581535171e-02	2.483992527972622e+00	1.265757768212454e-06	9.935620021207658e-01	1.005683357618333e+00	-6.834973117923138e-01	1.121795707176869e-02	5.581056375731643e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.211940391073458e-06	
64	1.000393356439043e+00	-1.641246672103506e-03	9.872873939713603e-01	1.449631907711753e-03	-8.646883636475082e-03	2.482762298229724e+00	9.706825190856828e-07	9.930893473257608e-01	1.005876661030850e+00	-7.336772416170360e-01	7.483392905355230e-03	5.581880086919570e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	8.950434103539679e-07	
65	1.001205869236645e+00	-2.530845872977692e-03	9.879799661229132e-01	7.516269576657989e-03	-9.615500289094647e-03	2.483935607221820e+00	1.910905295819427e-06	9.935440900193852e-01	1.005631818546187e+00	-6.853989702538275e-01	1.041098294617298e-02	5.580836742621412e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.870641898683783e-06	
66	1.000761093658302e+00	-2.350440551079867e-03	9.877509755444381e-01	4.039420380569966e-03	-7.585342738644417e-03	2.483251548096937e+00	1.662717105599068e-06	9.932856651980694e-01	1.005603324917579e+00	-7.128349331079735e-01	7.332687545834058e-03	5.580715315024549e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.619606969752667e-06	
67	1.001355821023290e+00	-3.177248099812069e-03	9.880986369149092e-01	6.401906851217123e-03	-6.018630514877879e-03	2.483693651126624e+00	3.199864387662336e-06	9.934618327953280e-01	1.005427794027896e+00	-6.941319012943821e-01	7.495356654690422e-03	5.579967240830308e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.155573625406956e-06	
68	1.001629434364038e+00	-3.712269045797372e-03	9.882480412611031e-01	6.790133926628491e-03	-4.523848806685492e-03	2.483713341134892e+00	4.598281789166530e-06	9.934718638997013e-01	1.005285942820521e+00	-6.930669377758917e-01	6.959341833023726e-03	5.579362655547929e-08	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	4.541234691672839e-06	
