TITLE = "SU2 Simulation"
VARIABLES = "Iteration","Sens_Geo","Sens_Mach","Sens_AoA","Sens_Press","Sens_Temp","Sens_AoS","Res_AdjFlow[0]","Res_AdjFlow[1]","Res_AdjFlow[2]","Res_AdjFlow[3]","Res_AdjFlow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, 0.00000000e+00, 4.62217939e-27, -2.82643723e-27, -3.68676428e-31, 2.67796755e-30, 0.0, -1.34623201e-01, -1.78460278e+00, -2.00336604e+00, -3.44241831e+00, 0.0, 5.0000000000, 2.0000000000, 0.0012617433
           1, 0.00000000e+00, 1.65740014e-25, -1.03463980e-25, -1.57606597e-29, 9.60247862e-29, 0.0, -1.59955988e-01, -1.33792067e+00, -9.84775223e-01, -3.52243056e+00, 0.0, 5.0000000000, 2.0000000000, 0.0018036261
           2, 0.00000000e+00, 3.06311764e-24, -1.86640866e-24, -2.94051158e-28, 1.77473123e-27, 0.0, -1.61166653e-01, -1.16443199e+00, -7.81962019e-01, -3.63673332e+00, 0.0, 5.0000000000, 2.0000000000, 0.0022477726
           3, 0.00000000e+00, 3.82145353e-23, -2.29615599e-23, -3.66072870e-27, 2.21413603e-26, 0.0, -1.20360739e-01, -1.11556063e+00, -7.27704562e-01, -3.72312877e+00, 0.0, 5.0000000000, 2.0000000000, 0.0029395923
           4, 0.00000000e+00, 3.64667665e-22, -2.18075065e-22, -3.50042757e-26, 2.11288164e-25, 0.0, -5.20037994e-02, -1.12750921e+00, -7.42629523e-01, -3.72826678e+00, 0.0, 5.0000000000, 2.0000000000, 0.0036830889
           5, 0.00000000e+00, 2.85124888e-21, -1.70601845e-21, -2.75380777e-25, 1.65201010e-24, 0.0, 1.90462852e-02, -1.16507058e+00, -7.90081563e-01, -3.70104336e+00, 0.0, 5.0000000000, 2.0000000000, 0.0083279270
           6, 0.00000000e+00, 1.90557578e-20, -1.14401600e-20, -1.85652987e-24, 1.10408400e-23, 0.0, 8.09167723e-02, -1.19601533e+00, -8.34612756e-01, -3.69218022e+00, 0.0, 5.0000000000, 2.0000000000, 0.0091558144
           7, 0.00000000e+00, 1.11983418e-19, -6.75533490e-20, -1.10204000e-23, 6.48824478e-23, 0.0, 1.32239716e-01, -1.20197856e+00, -8.50642554e-01, -3.70943665e+00, 0.0, 5.0000000000, 2.0000000000, 0.0155269595
           8, 0.00000000e+00, 5.90407967e-19, -3.58138618e-19, -5.87270176e-23, 3.42076275e-22, 0.0, 1.75549371e-01, -1.19079134e+00, -8.44740220e-01, -3.74104578e+00, 0.0, 5.0000000000, 2.0000000000, 0.0169104589
