"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
93, 1.000000000000000e+00, -1.000000000000000e-03, 9.728213276624612e+03, -1.322101790996388e+01, 0.000000000000000e+00, 0.000000000000000e+00
70, 9.997621355856203e-01, -1.104660247961867e-03, 1.123023209892651e+04, 1.129541844987094e+00, 0.000000000000000e+00, 0.000000000000000e+00
108, 9.990485012488061e-01, -1.418591778797729e-03, 1.098185376152439e+04, -1.243509757163935e+00, 0.000000000000000e+00, 0.000000000000000e+00
168, 9.978686702132833e-01, -1.936916484286447e-03, 1.108863312714715e+04, -2.233203665830420e-01, 0.000000000000000e+00, 0.000000000000000e+00
226, 9.962132437955421e-01, -2.661229755261284e-03, 1.108499171645240e+04, -2.581110636046196e-01, 0.000000000000000e+00, 0.000000000000000e+00
290, 9.940822606931574e-01, -3.585462034077933e-03, 1.109722655301855e+04, -1.412172200470474e-01, 0.000000000000000e+00, 0.000000000000000e+00
359, 9.914853571674017e-01, -4.694802293089584e-03, 1.110069175980497e+04, -1.081100070658854e-01, 0.000000000000000e+00, 0.000000000000000e+00
394, 9.884321728242919e-01, -5.970547761415384e-03, 1.110315333337712e+04, -8.459168751225499e-02, 0.000000000000000e+00, 0.000000000000000e+00
395, 9.849038280601278e-01, -7.404436773983582e-03, 1.110437519118617e+04, -7.291783679853144e-02, 0.000000000000000e+00, 0.000000000000000e+00
396, 9.809288756219902e-01, -8.972228357908618e-03, 1.110521895444427e+04, -6.485636987508440e-02, 0.000000000000000e+00, 0.000000000000000e+00
470, 9.764883938926089e-01, -1.067752873971086e-02, 1.110590529351856e+04, -5.829896210392031e-02, 0.000000000000000e+00, 0.000000000000000e+00
471, 9.716109697805432e-01, -1.251732796637408e-02, 1.110643366847107e+04, -5.325077215022233e-02, 0.000000000000000e+00, 0.000000000000000e+00
516, 9.662775255275239e-01, -1.451758550437502e-02, 1.110666275681269e+04, -5.106202066009424e-02, 0.000000000000000e+00, 0.000000000000000e+00
521, 9.605069335344338e-01, -1.669519267366634e-02, 1.110642420540840e+04, -5.334118396417155e-02, 0.000000000000000e+00, 0.000000000000000e+00
537, 9.542990465612926e-01, -1.907184078381490e-02, 1.110559785379219e+04, -6.123629690877300e-02, 0.000000000000000e+00, 0.000000000000000e+00
469, 9.922119222715451e-01, -2.797314944999523e-03, 1.118599555175682e+04, 7.068978647082791e-01, 0.000000000000000e+00, 0.000000000000000e+00
393, 9.948726051760148e-01, -1.867828200548035e-03, 1.115882151376783e+04, 4.472721861520598e-01, 0.000000000000000e+00, 0.000000000000000e+00
