"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	1.002198156458936e+00	-1.286121781636739e-03	-2.295354725645313e+01	1.239699559910792e+00	1.105143291311158e+00	-1.394707367536704e-04	0.000000000000000e+00	0.000000000000000e+00	
1	1.002611223529809e+00	-8.976443677231303e-04	-1.925296648261732e+01	1.072200875964858e+00	1.091995219372751e+00	-1.424837746412941e-04	0.000000000000000e+00	0.000000000000000e+00	
2	1.002290356020835e+00	-1.596631985166222e-03	-2.366005092351475e+01	1.355703972471384e+00	1.055373250691577e+00	-1.371503996169618e-04	0.000000000000000e+00	0.000000000000000e+00	
3	1.001804038649062e+00	-1.528816617220231e-03	-2.696348247669412e+01	1.395438288185825e+00	1.066662276052774e+00	-1.312235064136718e-04	0.000000000000000e+00	0.000000000000000e+00	
4	1.002468592296371e+00	-1.988029938811665e-03	-2.252807108927014e+01	1.405820302467893e+00	9.831018266774678e-01	-1.357528452541686e-04	0.000000000000000e+00	0.000000000000000e+00	
5	1.002683250688899e+00	-2.483155349392556e-03	-2.145754434349723e+01	1.447853738850125e+00	8.864978546787601e-01	-1.304412074405269e-04	0.000000000000000e+00	0.000000000000000e+00	
6	1.002758450742010e+00	-1.443512547202320e-03	-2.037154445681031e+01	1.243995581267889e+00	1.036943753195323e+00	-1.387689880100777e-04	0.000000000000000e+00	0.000000000000000e+00	
7	1.003175396232222e+00	-1.027913148229461e-03	-1.792861573772904e+01	1.102103265626452e+00	1.017635661935794e+00	-1.326174186646095e-04	0.000000000000000e+00	0.000000000000000e+00	
8	1.003068885449867e+00	-1.986874438968373e-03	-1.971250464712990e+01	1.327257359269841e+00	9.258141900147232e-01	-1.333396873949965e-04	0.000000000000000e+00	0.000000000000000e+00	
9	1.003124795497382e+00	-6.312415955467465e-04	-1.687957558007983e+01	9.786799894436533e-01	1.031603336842999e+00	-1.472461118844989e-04	0.000000000000000e+00	0.000000000000000e+00	
10	1.002157749966032e+00	-9.440978356565434e-04	-2.232423391694258e+01	1.113872186103953e+00	1.143597142588203e+00	-1.453465523734916e-04	0.000000000000000e+00	0.000000000000000e+00	
11	1.001763971105934e+00	-1.150388187649735e-03	-2.635896967804196e+01	1.242277208573773e+00	1.123790291845378e+00	-1.373015679723955e-04	0.000000000000000e+00	0.000000000000000e+00	
12	1.002636248215500e+00	-3.411713565893835e-04	-1.676300205219604e+01	8.495771325756873e-01	1.084274622067818e+00	-1.490213583227197e-04	0.000000000000000e+00	0.000000000000000e+00	
13	1.002142091440114e+00	-6.052013929766023e-04	-1.992526186252359e+01	9.542363112400528e-01	1.147673943961792e+00	-1.479942105131036e-04	0.000000000000000e+00	0.000000000000000e+00	
14	1.001396686785666e+00	-1.356824772147348e-03	-3.245706568935245e+01	1.395268050923218e+00	1.034118474374812e+00	-1.365858546521709e-04	0.000000000000000e+00	0.000000000000000e+00	
15	1.001941549542207e+00	-1.946783285169452e-03	-2.631568986723736e+01	1.490778595403079e+00	1.002507916801112e+00	-1.272455259965868e-04	0.000000000000000e+00	0.000000000000000e+00	
16	1.001497895718787e+00	-1.774250925834139e-03	-3.137321622071066e+01	1.542608047494885e+00	9.628457171246904e-01	-1.260232010735531e-04	0.000000000000000e+00	0.000000000000000e+00	
17	1.002114706064101e+00	-2.381542467595807e-03	-2.479030741435395e+01	1.538654089088083e+00	9.158171114431615e-01	-1.269708348214834e-04	0.000000000000000e+00	0.000000000000000e+00	
18	1.002295498111715e+00	-2.870120457801700e-03	-2.321202617213152e+01	1.549578495859115e+00	8.289698560494394e-01	-1.251771893313667e-04	0.000000000000000e+00	0.000000000000000e+00	
19	1.002913918782680e+00	-3.002594960519165e-03	-2.043039305317711e+01	1.453557499719377e+00	7.852564177655618e-01	-1.235419169279889e-04	0.000000000000000e+00	0.000000000000000e+00	
20	1.003328484973069e+00	-2.543199294742642e-03	-1.922893981028109e+01	1.361999074023828e+00	8.288036594462582e-01	-1.251941436550301e-04	0.000000000000000e+00	0.000000000000000e+00	
