"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
93, 1.000000000000000e+00, -1.000000000000000e-03, 9.731011067412745e+03, -1.319428731025980e+01, 0.000000000000000e+00, 0.000000000000000e+00
70, 9.997621355856203e-01, -1.104660301901181e-03, 1.123140392763174e+04, 1.140737708585590e+00, 0.000000000000000e+00, 0.000000000000000e+00
108, 9.990485012488061e-01, -1.418595187952157e-03, 1.098244632349888e+04, -1.237848312781782e+00, 0.000000000000000e+00, 0.000000000000000e+00
168, 9.978686702132833e-01, -1.936953945863884e-03, 1.108904650746831e+04, -2.193708561560060e-01, 0.000000000000000e+00, 0.000000000000000e+00
226, 9.962132437955421e-01, -2.661432663269684e-03, 1.108531715059509e+04, -2.550018068884603e-01, 0.000000000000000e+00, 0.000000000000000e+00
290, 9.940822606931574e-01, -3.586198642727912e-03, 1.109751704809086e+04, -1.384417775347783e-01, 0.000000000000000e+00, 0.000000000000000e+00
359, 9.914853571674017e-01, -4.696852004967901e-03, 1.110097488623311e+04, -1.054049659139734e-01, 0.000000000000000e+00, 0.000000000000000e+00
394, 9.884321728242919e-01, -5.975250263063394e-03, 1.110342953897505e+04, -8.195276922521089e-02, 0.000000000000000e+00, 0.000000000000000e+00
395, 9.849038280601278e-01, -7.413771613515381e-03, 1.110463178860747e+04, -7.046625858081922e-02, 0.000000000000000e+00, 0.000000000000000e+00
396, 9.809288756219902e-01, -8.988621740564274e-03, 1.110543362677359e+04, -6.280535157628719e-02, 0.000000000000000e+00, 0.000000000000000e+00
470, 9.764883938926089e-01, -1.070358030159697e-02, 1.110605995875175e+04, -5.682126246529870e-02, 0.000000000000000e+00, 0.000000000000000e+00
471, 9.716109697805432e-01, -1.255525177834857e-02, 1.110651662446111e+04, -5.245819560298498e-02, 0.000000000000000e+00, 0.000000000000000e+00
516, 9.662775255275239e-01, -1.456889406570545e-02, 1.110667353299610e+04, -5.095906305286928e-02, 0.000000000000000e+00, 0.000000000000000e+00
521, 9.605069335344338e-01, -1.676039340314389e-02, 1.110637079066283e+04, -5.385151811363943e-02, 0.000000000000000e+00, 0.000000000000000e+00
537, 9.542990465612926e-01, -1.915056463992562e-02, 1.110549248339584e+04, -6.224302475182198e-02, 0.000000000000000e+00, 0.000000000000000e+00
469, 9.922119222715451e-01, -2.800623477925074e-03, 1.118571003273353e+04, 7.041699642691291e-01, 0.000000000000000e+00, 0.000000000000000e+00
