"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
93, 1.000000000000000e+00, -1.000000000000000e-03, 9.696026876325252e+03, -1.352853260547540e+01, 0.000000000000000e+00, 0.000000000000000e+00
70, 9.997621355856203e-01, -1.104658054911737e-03, 1.121825754066932e+04, 1.015134747514392e+00, 0.000000000000000e+00, 0.000000000000000e+00
108, 9.990485012488061e-01, -1.418453170313195e-03, 1.097612755600924e+04, -1.298218961332478e+00, 0.000000000000000e+00, 0.000000000000000e+00
168, 9.978686702132833e-01, -1.935393381538861e-03, 1.108441062886663e+04, -2.636628795995852e-01, 0.000000000000000e+00, 0.000000000000000e+00
226, 9.962132437955421e-01, -2.652979975987584e-03, 1.108109275763632e+04, -2.953624220039940e-01, 0.000000000000000e+00, 0.000000000000000e+00
290, 9.940822606931574e-01, -3.555513197551711e-03, 1.109314294145349e+04, -1.802327842399584e-01, 0.000000000000000e+00, 0.000000000000000e+00
359, 9.914853571674017e-01, -4.611465658404030e-03, 1.109621687898657e+04, -1.508638285407761e-01, 0.000000000000000e+00, 0.000000000000000e+00
394, 9.884321728242919e-01, -5.779354713214972e-03, 1.109858921614059e+04, -1.281980898815392e-01, 0.000000000000000e+00, 0.000000000000000e+00
395, 9.849038280601278e-01, -7.024903377052181e-03, 1.110036612502525e+04, -1.112211807044533e-01, 0.000000000000000e+00, 0.000000000000000e+00
396, 9.809288756219902e-01, -8.305710611642822e-03, 1.110266012953496e+04, -8.930384631031218e-02, 0.000000000000000e+00, 0.000000000000000e+00
470, 9.764883938926089e-01, -9.618331337946871e-03, 1.110550026756753e+04, -6.216865336632791e-02, 0.000000000000000e+00, 0.000000000000000e+00
471, 9.716109697805432e-01, -1.097543181120721e-02, 1.110855494406790e+04, -3.298372106069292e-02, 0.000000000000000e+00, 0.000000000000000e+00
516, 9.662775255275239e-01, -1.243149580707680e-02, 1.111123921310463e+04, -7.337728721611920e-03, 0.000000000000000e+00, 0.000000000000000e+00
521, 9.605069335344338e-01, -1.404427893739987e-02, 1.111309946162508e+04, 1.043542242370520e-02, 0.000000000000000e+00, 0.000000000000000e+00
537, 9.542990465612926e-01, -1.587110739928143e-02, 1.111391840248341e+04, 1.825973164586898e-02, 0.000000000000000e+00, 0.000000000000000e+00
469, 9.922119222715451e-01, -2.662797502497789e-03, 1.119604021366766e+04, 8.028663830979905e-01, 0.000000000000000e+00, 0.000000000000000e+00
393, 9.948726051760148e-01, -1.826632265817595e-03, 1.117062594426872e+04, 5.600538522410190e-01, 0.000000000000000e+00, 0.000000000000000e+00
325, 9.970564384455434e-01, -1.072100079740430e-03, 1.127322409847749e+04, 1.540295192002767e+00, 0.000000000000000e+00, 0.000000000000000e+00
