"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
93, -1.875426309723271e+00, -6.991365055266486e+01, 1.198325767060274e+00, 2.975561279944067e-01, 6.310589774090540e-05, 1.000000000000000e+00, -1.000000000000000e-03
70, -9.015617484193470e+00, -5.604237787425684e+01, 1.619486743076173e+00, -2.334496346861377e-02, -2.270652347368126e-04, 9.997621355856203e-01, -1.104660292889509e-03
108, -8.014431195042425e-02, -3.987584484618527e+01, 1.592852168827218e+00, -1.141136707722584e-02, -9.579196943801559e-05, 9.990485012488061e-01, -1.418594618382780e-03
168, -3.630612405616767e-01, -3.416751159856042e+01, 1.621993735759729e+00, 1.358457783334108e-02, -1.062288341084369e-04, 9.978686702132833e-01, -1.936947687136753e-03
226, -2.423042972090630e-02, -2.988003167944956e+01, 1.578684077655367e+00, 3.649476465158031e-03, -1.039652576850876e-04, 9.962132437955421e-01, -2.661398763312868e-03
290, -6.731932372897126e-02, -2.691341751154578e+01, 1.512566090959852e+00, -2.604388709503857e-02, -1.034462293998790e-04, 9.940822606931574e-01, -3.586075577100186e-03
359, -4.574056205289507e-02, -2.452059111964395e+01, 1.430154640144862e+00, -6.490890799177351e-02, -1.005971468841512e-04, 9.914853571674017e-01, -4.696509558434089e-03
394, -4.436961633727066e-02, -2.255135500996373e+01, 1.344743510335504e+00, -1.050410659975596e-01, -9.618355469792348e-05, 9.884321728242919e-01, -5.974464613428127e-03
395, -4.183872214171969e-02, -2.086358589158865e+01, 1.261437900389146e+00, -1.433348192378257e-01, -9.099743408751417e-05, 9.849038280601278e-01, -7.412212036545004e-03
396, -3.749876544065670e-02, -1.942857696529505e+01, 1.184100693480794e+00, -1.778844055300756e-01, -8.545502697051553e-05, 9.809288756219902e-01, -8.985882888764082e-03
470, -3.361050846166547e-02, -1.820226366110880e+01, 1.113584460129704e+00, -2.076637783363125e-01, -7.993349581337615e-05, 9.764883938926089e-01, -1.069922785227838e-02
471, -2.974774065744425e-02, -1.714572459588706e+01, 1.049957011028922e+00, -2.333979983710968e-01, -7.466126658676115e-05, 9.716109697805432e-01, -1.254891582542926e-02
516, -2.333589564809853e-02, -1.624187946331548e+01, 9.932849886758919e-01, -2.556489257086274e-01, -6.985059327171015e-05, 9.662775255275239e-01, -1.456032191506926e-02
521, -1.902344040030503e-02, -1.543526136898664e+01, 9.422150343096686e-01, -2.757992022862626e-01, -6.558659672287067e-05, 9.605069335344338e-01, -1.674950028004376e-02
537, -1.380645870661132e-02, -1.471612670532138e+01, 8.964121047310261e-01, -2.942980549569417e-01, -6.174557867967632e-05, 9.542990465612926e-01, -1.913741220033808e-02
469, 1.208355787830081e-01, -1.351134142227166e+01, 3.321861323519633e-01, -4.876952521011728e-01, 7.076363533128486e-05, 9.922119222715451e-01, -2.800070719440317e-03
393, 8.521864600087931e-02, -1.601972787992169e+01, 3.146451345705044e-01, -4.993439410326682e-01, 1.010938478164648e-04, 9.948726051760148e-01, -1.868672155814233e-03
325, 6.802447372136415e-01, -2.024548064168544e+01, 2.938693195255357e-01, -5.145624020634765e-01, 1.299738595063904e-04, 9.970564384455434e-01, -1.080471784297956e-03
259, 9.315099611752746e+00, -2.680134278553801e+01, 2.763524040152127e-01, -5.088135029782880e-01, 2.398357157335850e-04, 9.987533013274225e-01, -4.587872936567232e-04
196, 1.754313797166057e+03, -3.677688068933423e+01, -6.383366559033191e-02, -5.623184835381970e-01, 3.737115966327279e-04, 9.999628926939207e-01, -1.365582370742623e-05
135, -1.387636756192795e+03, -1.396224742127283e+02, 4.952642812621628e-01, 5.172763025017503e-01, -7.576249752230053e-04, 1.000000000000000e+00, 0.000000000000000e+00
538, -9.915472890199235e-03, -1.404484951840797e+01, 8.544416896801094e-01, -3.115778291207114e-01, -5.827503385920169e-05, 9.476630050780430e-01, -2.173300082484688e-02
541, -8.752855335692776e-03, -1.340117354544214e+01, 8.155519118150470e-01, -3.280847823345827e-01, -5.506211907426960e-05, 9.406073032709968e-01, -2.453297343521391e-02
544, -5.804249565284628e-03, -1.279344387534339e+01, 7.794541821897532e-01, -3.429735927427512e-01, -5.187036301778081e-05, 9.331391429429394e-01, -2.752247845859052e-02
545, -7.255921733313147e-03, -1.218429063885424e+01, 7.451907283098030e-01, -3.571891433026677e-01, -4.892861299322994e-05, 9.252458505652166e-01, -3.068881376650650e-02
550, -4.249629993019061e-03, -1.162839259715587e+01, 7.137833927247512e-01, -3.693513830072269e-01, -4.585046387720168e-05, 9.169519941343894e-01, -3.400332955993715e-02
551, -4.849062977627815e-03, -1.107663267668787e+01, 6.841833279424882e-01, -3.804691673330464e-01, -4.314233209724756e-05, 9.082431930377265e-01, -3.745490691080499e-02
552, -4.914152308680747e-03, -1.056492638948863e+01, 6.576018285116724e-01, -3.898918801946997e-01, -4.044867585175254e-05, 8.991326220984526e-01, -4.102403808382199e-02
553, -6.619979440430567e-03, -1.006119222715681e+01, 6.338699425791086e-01, -3.978683307267756e-01, -3.800492358462063e-05, 8.896241310836983e-01, -4.469951971121050e-02
556, -1.303180478214349e-02, -9.551541758462161e+00, 6.134299328412620e-01, -4.051970791090273e-01, -3.564082278476581e-05, 8.797148393122844e-01, -4.848270401119402e-02
557, -1.511601919378680e-02, -9.089335960888482e+00, 5.974596304907899e-01, -4.104730747905685e-01, -3.311057969999483e-05, 8.694219966988325e-01, -5.236955361052900e-02
558, -2.076031453896891e-02, -8.607461755400523e+00, 5.849139517867838e-01, -4.157315384976251e-01, -3.101026035430942e-05, 8.587630404630028e-01, -5.635559362761992e-02
567, -1.946221568732516e-02, -8.329571531194507e+00, 5.827342168434035e-01, -4.164538192675614e-01, -2.930556650847690e-05, 8.477169457374284e-01, -6.044952645023456e-02
570, -2.462572187511233e-02, -8.012095435258802e+00, 5.851815300643418e-01, -4.152320633780990e-01, -2.846863893008131e-05, 8.363209362807044e-01, -6.463716418192181e-02
571, -1.869294370214991e-02, -7.786226122130054e+00, 5.931005296934335e-01, -4.109202087155198e-01, -2.811677957111351e-05, 8.245835781897208e-01, -6.891410919772177e-02
572, -1.671345247615547e-02, -7.539898916328244e+00, 6.014397948140083e-01, -4.065251647387557e-01, -2.838251053312334e-05, 8.124941550296225e-01, -7.328225798947396e-02
573, -1.205387580792782e-02, -7.405346717010922e+00, 6.117207392633681e-01, -4.017992246680468e-01, -2.874298916117207e-05, 8.000811995613997e-01, -7.772891733595676e-02
578, -7.495802858592634e-03, -7.326922547595293e+00, 6.219404535923168e-01, -3.964399297062765e-01, -2.915045152848094e-05, 7.873537456814902e-01, -8.224752826288648e-02
579, -9.995421321250180e-03, -7.244176640983524e+00, 6.313271221945503e-01, -3.922554620941511e-01, -2.972609047935632e-05, 7.743298438441808e-01, -8.682464953691527e-02
577, -5.159676394826211e-03, -7.212287658701769e+00, 6.410489534153150e-01, -3.866106110145026e-01, -2.993718326652280e-05, 7.610077150197835e-01, -9.145241795067435e-02
576, -8.071730354236500e-03, -7.125501334169754e+00, 6.502857521501267e-01, -3.828319461894361e-01, -3.078461560280649e-05, 7.473953596122606e-01, -9.611891779542854e-02
575, -3.092852906676986e-03, -7.168186637169089e+00, 6.615725652229245e-01, -3.766002472351332e-01, -3.104496843693488e-05, 7.335206854829130e-01, -1.008050223669874e-01
574, -7.070256656532476e-03, -7.140137684354417e+00, 6.716610235720921e-01, -3.724366888026263e-01, -3.208111414835938e-05, 7.193921869180818e-01, -1.054979423594610e-01
569, -8.454964419679548e-04, -7.256127585234397e+00, 6.837322121261374e-01, -3.659180704235634e-01, -3.243840248728367e-05, 7.050082799618819e-01, -1.101877223281948e-01
568, -8.973948063246300e-03, -7.243123134987194e+00, 6.933254289289945e-01, -3.616388807504246e-01, -3.341458407653628e-05, 6.903975049090465e-01, -1.148544612687005e-01
566, 1.566086082319536e-03, -7.419204989216716e+00, 7.058105184614673e-01, -3.553632591967859e-01, -3.384997677593722e-05, 6.755695490162060e-01, -1.194872419219751e-01
565, -9.216703993892489e-03, -7.428043377879331e+00, 7.150494021179555e-01, -3.511756714587471e-01, -3.479698857773340e-05, 6.605348555915000e-01, -1.240768184978037e-01
564, 3.001978497827048e-03, -7.639149382061353e+00, 7.274406811066204e-01, -3.452698574594303e-01, -3.526358960277114e-05, 6.453141758394891e-01, -1.286109964506494e-01
563, -8.888462006180722e-03, -7.663318555540536e+00, 7.363028798210747e-01, -3.413486219533364e-01, -3.620956213921507e-05, 6.299284279037715e-01, -1.330778947141892e-01
562, 3.977433332013286e-03, -7.891868361239964e+00, 7.482896781511320e-01, -3.358713162420855e-01, -3.668531296444831e-05, 6.143888443847303e-01, -1.374687121007631e-01
561, -7.558493957493759e-03, -7.922990628880437e+00, 7.566525115053963e-01, -3.322224980279774e-01, -3.761718728135250e-05, 5.987067674368181e-01, -1.417746997286586e-01
560, 4.724842413318266e-03, -8.151847542244237e+00, 7.679310699456953e-01, -3.272074376616257e-01, -3.809741736994158e-05, 5.829036256135732e-01, -1.459820906608627e-01
559, -6.539427758463432e-03, -8.188857602498249e+00, 7.757739330291273e-01, -3.235442586536069e-01, -3.899124045131355e-05, 5.669902863080678e-01, -1.500724172417634e-01
555, 3.836188068597297e-03, -8.403505688358969e+00, 7.864308855808194e-01, -3.189235780365692e-01, -3.957610369556566e-05, 5.509981481232903e-01, -1.540205718510194e-01
554, -4.545218331362020e-03, -8.481903789102587e+00, 7.945822117429148e-01, -3.149601928986477e-01, -4.045755457786666e-05, 5.349280422289686e-01, -1.578092919970160e-01
549, 4.123365862005118e-03, -8.719213471998444e+00, 8.045379264138396e-01, -3.106101275872959e-01, -4.111099070904650e-05, 5.188115378527824e-01, -1.614141867064845e-01
548, -3.884179927128178e-03, -8.834289626063372e+00, 8.116123023676062e-01, -3.065655882998303e-01, -4.181975572202526e-05, 5.026497511328263e-01, -1.648182624261764e-01
547, 2.123912534351921e-03, -9.019443656847766e+00, 8.195366346978920e-01, -3.029038903630273e-01, -4.247298046857047e-05, 4.864746862420334e-01, -1.680000279229733e-01
546, -1.508028883311586e-03, -9.137954267163193e+00, 8.265564109264769e-01, -2.993261175390788e-01, -4.323846181132908e-05, 4.702995377529798e-01, -1.709536426245413e-01
543, 2.240936097377738e-03, -9.322105544671254e+00, 8.350486234355933e-01, -2.964634881660761e-01, -4.422161814861197e-05, 4.541381176622994e-01, -1.736778885913924e-01
542, 3.460310246831966e-03, -9.550314603475599e+00, 8.443123982022623e-01, -2.931395505368712e-01, -4.527830058563452e-05, 4.380247555402706e-01, -1.761688432261921e-01
142, 7.351745587933291e-02, -1.730131088105925e+01, 1.019405568351483e+00, -3.457142304369104e-01, -1.235838569366164e-04, 2.196161454589945e-02, -9.144894230011427e-02
141, 6.578764200339814e-02, -1.715874325174233e+01, 1.014067996746992e+00, -3.454251245929710e-01, -1.246336786114052e-04, 1.843144503504924e-02, -8.658560974940521e-02
140, 7.178184211572640e-02, -1.706460307914483e+01, 1.009211370287247e+00, -3.443866711576912e-01, -1.251380208446425e-04, 1.529737814623708e-02, -8.182322360394644e-02
139, 5.909471080093692e-02, -1.682704656310176e+01, 1.002597338946176e+00, -3.419656429382083e-01, -1.255496379119482e-04, 1.251908921820435e-02, -7.715391567093062e-02
138, 6.010614189996517e-02, -1.672111391416821e+01, 9.983218360544615e-01, -3.397719843830021e-01, -1.253818725446068e-04, 1.006239962634175e-02, -7.257808729718268e-02
137, 4.878537765840704e-02, -1.628633123934147e+01, 9.917326967762141e-01, -3.355784702280356e-01, -1.257303085471063e-04, 7.917903259379869e-03, -6.812478129570149e-02
95, 2.874434193962586e-02, -1.624383114575045e+01, 9.874387690348086e-01, -3.300396412540160e-01, -1.241631510847695e-04, 6.075661641799378e-03, -6.382341210180714e-02
94, 4.309554785632928e-02, -1.561373019507788e+01, 9.784952172525205e-01, -3.161411927009009e-01, -1.224496481300214e-04, 4.487485890136537e-03, -5.960355360454579e-02
59, 7.973040522822900e-02, -1.525395770207461e+01, 9.738596304516608e-01, -3.112660641650768e-01, -1.212996095928408e-04, 3.124498051550219e-03, -5.540222943389986e-02
60, 4.867910307568415e-02, -1.549264677978924e+01, 9.723675638972580e-01, -3.145974049891245e-01, -1.229476026308923e-04, 2.537646184044878e-03, -5.334369948527823e-02
61, 1.224895818823440e-01, -1.574631177931708e+01, 9.716622777644944e-01, -3.120509665977728e-01, -1.227489083712891e-04, 2.003080565366857e-03, -5.127629073153843e-02
100, -5.340640095228893e-02, -1.511998223617726e+01, 9.680524130478261e-01, -2.981306534491476e-01, -1.204301472574689e-04, 1.078855380144595e-03, -4.700657681360433e-02
158, 3.131678573110282e-02, -1.453988265972138e+01, 9.643187736951488e-01, -2.864153536001305e-01, -1.173761964130225e-04, 4.060150173504681e-04, -4.268304980887883e-02
217, -9.763723848224096e-02, -1.411486605391574e+01, 9.628427162610502e-01, -2.764580959194655e-01, -1.153123491961576e-04, 3.518008537548110e-05, -3.835494331776258e-02
282, 4.309640656163257e-02, -1.376568384811261e+01, 9.639302235433734e-01, -2.656746231631224e-01, -1.128677814428310e-04, 6.353361456930447e-05, -3.461717820298092e-02
345, 6.243238853267526e-02, -1.359927488091830e+01, 9.676658610946908e-01, -2.550723459012866e-01, -1.096103210569746e-04, 6.108891382802526e-04, -3.066131487757033e-02
346, 6.704790067785643e-03, -1.362866339897479e+01, 9.733641256642711e-01, -2.457789973457029e-01, -1.062223127756234e-04, 1.772810715458482e-03, -2.635182159512483e-02
418, 8.242243009620422e-04, -1.380014754926494e+01, 9.809039040644412e-01, -2.391149378327609e-01, -1.030020362663167e-04, 3.645682386023376e-03, -2.178829761422596e-02
497, -2.325426154504220e-02, -1.404682259209951e+01, 9.892372832779873e-01, -2.361522593160271e-01, -1.005148688171193e-04, 6.317071397390414e-03, -1.712436128494518e-02
645, 9.906350738822239e-03, -1.435777118424931e+01, 9.974173936124451e-01, -2.375564213228026e-01, -9.874998845114751e-05, 9.835137844882587e-03, -1.260631049572510e-02
789, 8.793162815798392e-02, -1.477777640055933e+01, 1.004174872663927e+00, -2.430493251275215e-01, -9.744217062765370e-05, 1.424138035236019e-02, -8.522853240780715e-03
936, 8.532560152702021e-02, -1.532334218759189e+01, 1.007963384153830e+00, -2.501603984729275e-01, -9.622934999576244e-05, 1.948043821382322e-02, -5.109832004251012e-03
1079, 8.175837268168914e-03, -1.610793295362218e+01, 1.009033211980352e+00, -2.561305372228830e-01, -9.428046744181174e-05, 2.546082614906927e-02, -2.288489030035828e-03
1080, -1.579758981357256e-03, -1.731825215028280e+01, 1.010917944272638e+00, -2.604370374471049e-01, -9.057181448792477e-05, 3.203755371556350e-02, 6.677716377818076e-05
1221, 3.192934346878448e-03, -1.869646752749430e+01, 1.015220947007147e+00, -2.638825310298757e-01, -8.609664367605695e-05, 3.916171245395839e-02, 1.960123883704125e-03
1355, 8.967548355716855e-04, -1.928148351001056e+01, 1.014783980743826e+00, -2.675261630998620e-01, -8.418026931385411e-05, 4.680417568812203e-02, 3.383710664324328e-03
1356, 1.081206310167069e-03, -1.831713112322738e+01, 9.960872400397970e-01, -2.715167979834044e-01, -8.705140141487789e-05, 5.490741045153565e-02, 4.349814099159745e-03
1471, 2.242046376247079e-03, -1.630320037611973e+01, 9.537670552859636e-01, -2.740216257804349e-01, -9.271670600197579e-05, 6.343256670888568e-02, 4.879180994255022e-03
1588, 3.184488158236430e-03, -1.461132590300074e+01, 8.998650968808453e-01, -2.733199471877193e-01, -9.660251920729820e-05, 7.237285643911417e-02, 5.001471177316113e-03
1707, 4.254009649100262e-03, -1.411657662725541e+01, 8.545129404228878e-01, -2.699348378972117e-01, -9.612812582815073e-05, 8.169831926581642e-02, 4.765310611813006e-03
1892, 3.515770066749692e-03, -1.449929921084608e+01, 7.081309935203216e-01, -2.861515546275294e-01, -6.445293748557867e-05, 6.353413518091157e-01, -7.697941597597356e-02
1883, 4.799395361884777e-03, -1.451271026409659e+01, 6.975544840771594e-01, -2.909298209527053e-01, -6.310525762919916e-05, 6.509436757422313e-01, -7.614996724959439e-02
1882, 3.492049805047374e-03, -1.451099720724622e+01, 6.860149808122169e-01, -2.961977011896204e-01, -6.166404615670859e-05, 6.663788378657320e-01, -7.507426832626904e-02
1881, 5.285463223875872e-03, -1.453423707335612e+01, 6.756706111517363e-01, -3.016207535300418e-01, -6.017339462486695e-05, 6.816223760623115e-01, -7.376450738977076e-02
1880, 3.732933851675127e-03, -1.452972067922783e+01, 6.641606277777036e-01, -3.073678515903207e-01, -5.866508640134031e-05, 6.966604904903797e-01, -7.223288470367091e-02
1879, 5.661976963368243e-03, -1.454510851091969e+01, 6.538724885630751e-01, -3.132991654168696e-01, -5.708712389042710e-05, 7.114798218994717e-01, -7.049218644469110e-02
1878, 4.090600927295190e-03, -1.452558044621612e+01, 6.423284850378815e-01, -3.194638361679966e-01, -5.552933517569428e-05, 7.260476641029290e-01, -6.855955077542447e-02
1877, 5.939643132474007e-03, -1.451942265500757e+01, 6.318935816636878e-01, -3.258059328550616e-01, -5.388994073610823e-05, 7.403628351635495e-01, -6.644934236526417e-02
1876, 4.590449279405966e-03, -1.447325435720492e+01, 6.201854009022362e-01, -3.322825053239329e-01, -5.231562961559936e-05, 7.544139676059348e-01, -6.417731245807225e-02
1875, 6.126057768894294e-03, -1.443128571399310e+01, 6.093544823039670e-01, -3.390535055674316e-01, -5.062510486755770e-05, 7.681698453684167e-01, -6.176312455063641e-02
1874, 5.149836534089399e-03, -1.434678933057908e+01, 5.972950868951025e-01, -3.457718138564438e-01, -4.906537852525720e-05, 7.816200112440748e-01, -5.922376376409240e-02
1873, 6.365936966725948e-03, -1.425282841339851e+01, 5.856121351178346e-01, -3.528949299039603e-01, -4.734041091077611e-05, 7.947643367020157e-01, -5.657435231022377e-02
1872, 5.061459061002972e-03, -1.411297076418394e+01, 5.726379591936865e-01, -3.599387720406426e-01, -4.580049586966854e-05, 8.075827638164247e-01, -5.383428807646037e-02
1871, 8.009086756205668e-03, -1.396439200163522e+01, 5.601956968316664e-01, -3.670553733427806e-01, -4.412469024336277e-05, 8.200664379766400e-01, -5.102221190097825e-02
1870, 9.478687601780052e-03, -1.375543002401144e+01, 5.465275562411395e-01, -3.740382384819789e-01, -4.228308803437992e-05, 8.321870529867161e-01, -4.816218928388850e-02
1869, 1.569344716244906e-02, -1.353892147456099e+01, 5.341937117088329e-01, -3.805236263505524e-01, -4.003135344827191e-05, 8.439566727036734e-01, -4.526837226755515e-02
1867, 1.733199919527326e-02, -1.327760173226860e+01, 5.214350710109457e-01, -3.871320149495295e-01, -3.726754478979267e-05, 8.553672813929958e-01, -4.235813069671856e-02
1866, 2.016025147072673e-02, -1.304956100764055e+01, 5.108811542744559e-01, -3.934712909649411e-01, -3.444778231476863e-05, 8.663810816600793e-01, -3.945485568176831e-02
1865, 2.076655965876923e-02, -1.279984028411336e+01, 5.000125871330400e-01, -3.998719854458376e-01, -3.137597594684853e-05, 8.770202903501004e-01, -3.656371323626777e-02
1862, 2.065410375966660e-02, -1.253744552556571e+01, 4.890293447777199e-01, -4.063101222010199e-01, -2.856772141095773e-05, 8.872672295746256e-01, -3.369744004975386e-02
1861, 2.163550722258104e-02, -1.227221240824390e+01, 4.783251141998200e-01, -4.132697706469315e-01, -2.554630619503185e-05, 8.971042476804670e-01, -3.086728089561459e-02
1739, 2.245214481963027e-02, -1.199377078655314e+01, 4.672496671535390e-01, -4.201982707658128e-01, -2.265066858957070e-05, 9.065337092413835e-01, -2.807927184436561e-02
1738, 2.567227402251491e-02, -1.171320399326742e+01, 4.562050231850608e-01, -4.271799305286975e-01, -1.929821255380295e-05, 9.155475464014634e-01, -2.534490255899832e-02
