TITLE = "SU2 Simulation"
VARIABLES = "Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","HeatFlux_Total","HeatFlux_Maximum","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, -7.08381871e+00, 5.35447306e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.35307046e+00, 3.19448479e+00, -8.28529638e+00, 0.00000000e+00, -1.32297215e+00, 0.00000000e+00, 0.00000000e+00, -2.32592825e+00, -7.37172368e-01, -1.11528066e+00, 3.15439791e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0034702994
           1, -1.00389206e+01, 7.53723791e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.77423168e+00, 4.47815657e+00, -1.17275742e+01, 0.00000000e+00, -1.33190974e+00, 0.00000000e+00, 0.00000000e+00, -2.50605994e+00, -5.19237855e-01, -1.70358127e-01, 2.97085341e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0051973292
           2, -1.03053178e+01, 7.64915979e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.91434829e+00, 4.51231377e+00, -1.20145014e+01, 0.00000000e+00, -1.34724833e+00, 0.00000000e+00, 0.00000000e+00, -2.66304302e+00, -4.61721688e-01, -8.96734663e-02, 2.81769422e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0058708046
           3, -9.55307671e+00, 6.99880946e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.55888729e+00, 4.09450264e+00, -1.11121401e+01, 0.00000000e+00, -1.36495739e+00, 0.00000000e+00, 0.00000000e+00, -2.66571942e+00, -5.04885659e-01, -1.43245854e-01, 2.81464891e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0066709963
           4, -8.83302671e+00, 6.38344403e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.20762149e+00, 3.70144810e+00, -1.02503659e+01, 0.00000000e+00, -1.38373998e+00, 0.00000000e+00, 0.00000000e+00, -2.67415151e+00, -5.25514053e-01, -1.89990320e-01, 2.80448299e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0074017708
           5, -8.52128541e+00, 6.07423364e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.04509999e+00, 3.49014355e+00, -9.86547096e+00, 0.00000000e+00, -1.40285770e+00, 0.00000000e+00, 0.00000000e+00, -2.70914579e+00, -5.10677111e-01, -1.94741768e-01, 2.77010367e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0081364059
           6, -8.55769063e+00, 6.01703357e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.04759387e+00, 3.42512468e+00, -9.88469943e+00, 0.00000000e+00, -1.42224412e+00, 0.00000000e+00, 0.00000000e+00, -2.72971521e+00, -4.90053864e-01, -1.92892627e-01, 2.75079786e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0091303130
           7, -8.72342526e+00, 6.04694487e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.11097828e+00, 3.40819461e+00, -1.00522585e+01, 0.00000000e+00, -1.44261696e+00, 0.00000000e+00, 0.00000000e+00, -2.73194955e+00, -4.68074951e-01, -1.94630322e-01, 2.74886895e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0110287331
           8, -8.84546109e+00, 6.03925119e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.15059247e+00, 3.36716134e+00, -1.01674462e+01, 0.00000000e+00, -1.46466189e+00, 0.00000000e+00, 0.00000000e+00, -2.73331404e+00, -4.42523889e-01, -1.94319607e-01, 2.74740278e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0119960150
           9, -8.85884509e+00, 5.95011315e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.13328446e+00, 3.27778722e+00, -1.01557419e+01, 0.00000000e+00, -1.48885321e+00, 0.00000000e+00, 0.00000000e+00, -2.73829951e+00, -4.14967707e-01, -1.91866848e-01, 2.74249323e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0129350951
          10, -8.78044020e+00, 5.79367227e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.06596999e+00, 3.14901791e+00, -1.00372533e+01, 0.00000000e+00, -1.51552242e+00, 0.00000000e+00, 0.00000000e+00, -2.74377728e+00, -3.87391849e-01, -1.89840936e-01, 2.73724566e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0143684849
          11, -8.65862760e+00, 5.60455384e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.97164629e+00, 3.00080171e+00, -9.86803145e+00, 0.00000000e+00, -1.54492719e+00, 0.00000000e+00, 0.00000000e+00, -2.74796528e+00, -3.60686979e-01, -1.88533221e-01, 2.73332543e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0159973171
          12, -8.53418367e+00, 5.41058876e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.87020076e+00, 2.84865191e+00, -9.69494425e+00, 0.00000000e+00, -1.57731146e+00, 0.00000000e+00, 0.00000000e+00, -2.75087875e+00, -3.35328354e-01, -1.86899282e-01, 2.73071101e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0175361079
          13, -8.42480131e+00, 5.22312175e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.77047072e+00, 2.69859692e+00, -9.53812627e+00, 0.00000000e+00, -1.61298199e+00, 0.00000000e+00, 0.00000000e+00, -2.75255812e+00, -3.11681127e-01, -1.84260936e-01, 2.72937432e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0187366337
          14, -8.32855610e+00, 5.04032880e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.67168128e+00, 2.54941383e+00, -9.39522487e+00, 0.00000000e+00, -1.65238349e+00, 0.00000000e+00, 0.00000000e+00, -2.75283582e+00, -2.89888499e-01, -1.80424295e-01, 2.72945761e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0199376835
          15, -8.23466970e+00, 4.85499090e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.56865149e+00, 2.39713420e+00, -9.25388942e+00, 0.00000000e+00, -1.69612464e+00, 0.00000000e+00, 0.00000000e+00, -2.75171922e+00, -2.69836925e-01, -1.75281270e-01, 2.73091497e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0219975160
          16, -8.13292554e+00, 4.66081961e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.45647549e+00, 2.23852927e+00, -9.10256579e+00, 0.00000000e+00, -1.74495609e+00, 0.00000000e+00, 0.00000000e+00, -2.74942765e+00, -2.51261663e-01, -1.68714313e-01, 2.73349871e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0247364245
          17, -8.01807578e+00, 4.45514186e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.33277469e+00, 2.07247601e+00, -8.93547264e+00, 0.00000000e+00, -1.79973523e+00, 0.00000000e+00, 0.00000000e+00, -2.74624490e+00, -2.33872537e-01, -1.60689395e-01, 2.73690565e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0257294387
          18, -7.88975392e+00, 4.23858480e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.19770263e+00, 1.89967830e+00, -8.75243054e+00, 0.00000000e+00, -1.86141231e+00, 0.00000000e+00, 0.00000000e+00, -2.74243388e+00, -2.17437428e-01, -1.51315110e-01, 2.74085528e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0265685879
          19, -7.75021517e+00, 4.01345880e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.05283821e+00, 1.72173540e+00, -8.55624415e+00, 0.00000000e+00, -1.93105637e+00, 0.00000000e+00, 0.00000000e+00, -2.73820055e+00, -2.01830117e-01, -1.40847985e-01, 2.74512314e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0275343927
          20, -7.60201877e+00, 3.78223392e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.90002222e+00, 1.54031624e+00, -8.35005441e+00, 0.00000000e+00, -2.00992824e+00, 0.00000000e+00, 0.00000000e+00, -2.73364230e+00, -1.87043060e-01, -1.29677056e-01, 2.74959266e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0284677224
          21, -7.44671785e+00, 3.54673830e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.74068357e+00, 1.35675006e+00, -8.13585820e+00, 0.00000000e+00, -2.09959609e+00, 0.00000000e+00, 0.00000000e+00, -2.72870539e+00, -1.73170432e-01, -1.18295286e-01, 2.75429884e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0291971095
          22, -7.28462920e+00, 3.30806323e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.57570320e+00, 1.17199854e+00, -7.91426082e+00, 0.00000000e+00, -2.20208282e+00, 0.00000000e+00, 0.00000000e+00, -2.72318052e+00, -1.60368382e-01, -1.07250694e-01, 2.75943691e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0298020816
          23, -7.11523770e+00, 3.06684762e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.40559863e+00, 9.86817840e-01, -7.68494322e+00, 0.00000000e+00, -2.32004931e+00, 0.00000000e+00, 0.00000000e+00, -2.71675395e+00, -1.48811885e-01, -9.70866224e-02, 2.76531743e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0303765487
          24, -6.93773732e+00, 2.82361290e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.23077951e+00, 8.01931358e-01, -7.44727434e+00, 0.00000000e+00, -2.45704265e+00, 0.00000000e+00, 0.00000000e+00, -2.70909542e+00, -1.38655699e-01, -8.82871084e-02, 2.77228452e+00, 0.00000000e+00, 8.0000000000, 4.0000000000, 0.0345594458
