TITLE = "SU2 Simulation"
VARIABLES = "Iteration","Sens_Geo","Sens_Mach","Sens_AoA","Sens_Press","Sens_Temp","Sens_AoS","Res_AdjFlow[0]","Res_AdjFlow[1]","Res_AdjFlow[2]","Res_AdjFlow[3]","Res_AdjFlow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, 0.00000000e+00, 4.88563564e-27, -2.64354697e-27, -2.64393960e-31, 2.83102974e-30, 0.0, -1.86851610e-01, -1.83640615e+00, -2.09222864e+00, -3.47673389e+00, 0.0, 5.0000000000, 2.0000000000, 0.0054944076
           1, 0.00000000e+00, 1.73085523e-25, -9.59848007e-26, -1.15712142e-29, 1.00295246e-28, 0.0, -2.09807631e-01, -1.40864435e+00, -1.01122791e+00, -3.55840035e+00, 0.0, 5.0000000000, 2.0000000000, 0.0067556121
           2, 0.00000000e+00, 3.16155679e-24, -1.72813931e-24, -2.17674047e-28, 1.83200825e-27, 0.0, -2.12019796e-01, -1.24411365e+00, -8.09690349e-01, -3.67339320e+00, 0.0, 5.0000000000, 2.0000000000, 0.0111385954
           3, 0.00000000e+00, 3.92308950e-23, -2.12433970e-23, -2.71901706e-27, 2.27330924e-26, 0.0, -1.74802059e-01, -1.20051408e+00, -7.56834954e-01, -3.75845354e+00, 0.0, 5.0000000000, 2.0000000000, 0.0122591230
           4, 0.00000000e+00, 3.73707269e-22, -2.01648943e-22, -2.60398505e-26, 2.16552477e-25, 0.0, -1.10881901e-01, -1.21454273e+00, -7.72812271e-01, -3.76293013e+00, 0.0, 5.0000000000, 2.0000000000, 0.0134609143
           5, 0.00000000e+00, 2.92212754e-21, -1.57678943e-21, -2.05029799e-25, 1.69328718e-24, 0.0, -4.43480548e-02, -1.24984748e+00, -8.20491062e-01, -3.73713419e+00, 0.0, 5.0000000000, 2.0000000000, 0.0260591213
           6, 0.00000000e+00, 1.95487413e-20, -1.05689971e-20, -1.38299081e-24, 1.13278976e-23, 0.0, 1.31908086e-02, -1.27552094e+00, -8.64261877e-01, -3.72994890e+00, 0.0, 5.0000000000, 2.0000000000, 0.0333934214
           7, 0.00000000e+00, 1.15047497e-19, -6.23829155e-20, -8.21256636e-24, 6.66662974e-23, 0.0, 6.07074799e-02, -1.27804281e+00, -8.79526008e-01, -3.74805120e+00, 0.0, 5.0000000000, 2.0000000000, 0.0447273152
           8, 0.00000000e+00, 6.07590484e-19, -3.30590036e-19, -4.37756912e-23, 3.52077728e-22, 0.0, 1.01091392e-01, -1.26692150e+00, -8.73730861e-01, -3.77921061e+00, 0.0, 5.0000000000, 2.0000000000, 0.0579927492
           9, 0.00000000e+00, 2.92267960e-18, -1.59605082e-18, -2.12524119e-22, 1.69358546e-21, 0.0, 1.37530375e-01, -1.25527916e+00, -8.67334917e-01, -3.80502601e+00, 0.0, 5.0000000000, 2.0000000000, 0.0607397419
          10, 0.00000000e+00, 1.29537068e-17, -7.10023413e-18, -9.50437445e-22, 7.50616740e-21, 0.0, 1.72156686e-01, -1.24741681e+00, -8.69516198e-01, -3.81386118e+00, 0.0, 5.0000000000, 2.0000000000, 0.0637270430
          11, 0.00000000e+00, 5.33870240e-17, -2.93705251e-17, -3.95103060e-21, 3.09355729e-20, 0.0, 2.05932630e-01, -1.24108043e+00, -8.77779848e-01, -3.80951374e+00, 0.0, 5.0000000000, 2.0000000000, 0.0645682833
          12, 0.00000000e+00, 2.06134104e-16, -1.13810379e-16, -1.53808316e-20, 1.19445719e-19, 0.0, 2.39074887e-01, -1.23276139e+00, -8.85149994e-01, -3.80275504e+00, 0.0, 5.0000000000, 2.0000000000, 0.0667522999
          13, 0.00000000e+00, 7.50279846e-16, -4.15675316e-16, -5.64157956e-20, 4.34752753e-19, 0.0, 2.71496931e-01, -1.22094592e+00, -8.86834276e-01, -3.80009902e+00, 0.0, 5.0000000000, 2.0000000000, 0.0777260076
          14, 0.00000000e+00, 2.58770550e-15, -1.43839449e-15, -1.95985384e-19, 1.49945099e-18, 0.0, 3.03047640e-01, -1.20639035e+00, -8.83334976e-01, -3.80194569e+00, 0.0, 5.0000000000, 2.0000000000, 0.0805934905
          15, 0.00000000e+00, 8.49469403e-15, -4.73664066e-15, -6.47693859e-19, 4.92224909e-18, 0.0, 3.33578273e-01, -1.19064589e+00, -8.78346388e-01, -3.80554946e+00, 0.0, 5.0000000000, 2.0000000000, 0.0816342099
          16, 0.00000000e+00, 2.66426400e-14, -1.48998933e-14, -2.04407089e-18, 1.54380194e-17, 0.0, 3.62943911e-01, -1.17480560e+00, -8.74986271e-01, -3.80820637e+00, 0.0, 5.0000000000, 2.0000000000, 0.0826346498
          17, 0.00000000e+00, 8.00968619e-14, -4.49204726e-14, -6.18108004e-18, 4.64117928e-17, 0.0, 3.91004371e-01, -1.15923709e+00, -8.74143947e-01, -3.80900068e+00, 0.0, 5.0000000000, 2.0000000000, 0.0836238482
          18, 0.00000000e+00, 2.31513788e-13, -1.30174018e-13, -1.79592672e-17, 1.34149270e-16, 0.0, 4.17637566e-01, -1.14390621e+00, -8.74973778e-01, -3.80864542e+00, 0.0, 5.0000000000, 2.0000000000, 0.0842192417
          19, 0.00000000e+00, 6.44996315e-13, -3.63523390e-13, -5.02695978e-17, 3.73738096e-16, 0.0, 4.42756128e-01, -1.12874276e+00, -8.76126605e-01, -3.80825854e+00, 0.0, 5.0000000000, 2.0000000000, 0.0849352447
