"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
93, -1.673075663072215e+00, -6.756312752887276e+01, 1.180057375680644e+00, 2.533527792281101e-01, 8.944727591416055e-05, 1.000000000000000e+00, -1.000000000000000e-03
70, -8.833588687856455e+00, -5.233141503811788e+01, 1.586320683285749e+00, -4.183024475988701e-02, -1.899072717314342e-04, 9.997621355856203e-01, -1.104661643295719e-03
108, 2.412715893011690e-01, -3.657281792343712e+01, 1.577287517626309e+00, -1.928906479170614e-02, -7.704776404678960e-05, 9.990485012488061e-01, -1.418679969540249e-03
168, -3.468199834784279e-01, -3.023378574360082e+01, 1.620860159090153e+00, 1.034747494463568e-02, -9.266625427315112e-05, 9.978686702132833e-01, -1.937885585193106e-03
226, -1.321181581500851e-02, -2.603257895941576e+01, 1.599108031505937e+00, 1.103525207378746e-02, -9.396914389339421e-05, 9.962132437955421e-01, -2.666478950783700e-03
290, -6.554428978171464e-02, -2.335637622149936e+01, 1.550720151775387e+00, -7.312989171653895e-03, -9.691564315095837e-05, 9.940822606931574e-01, -3.604518675207157e-03
359, -4.939989623766836e-02, -2.142943380282355e+01, 1.483154312007237e+00, -3.604913460453507e-02, -9.697522302605261e-05, 9.914853571674017e-01, -4.747832750625662e-03
394, -5.053572813083083e-02, -1.996318258382134e+01, 1.408717786275974e+00, -6.828903834986984e-02, -9.523914908595705e-05, 9.884321728242919e-01, -6.092220607805053e-03
395, -5.032203010981717e-02, -1.875169471622760e+01, 1.332841965786461e+00, -1.016382415226361e-01, -9.223054661876921e-05, 9.849038280601278e-01, -7.645991684110785e-03
396, -4.555751012110602e-02, -1.772304748449903e+01, 1.260058992308171e+00, -1.343559646052748e-01, -8.841795261824989e-05, 9.809288756219902e-01, -9.396493349352534e-03
470, -4.121943264618944e-02, -1.681737028014071e+01, 1.191520735034333e+00, -1.651294465298303e-01, -8.414564841067257e-05, 9.764883938926089e-01, -1.135187346729711e-02
471, -3.707054728939720e-02, -1.599463557045016e+01, 1.127548377234436e+00, -1.940196101920690e-01, -7.961038308875956e-05, 9.716109697805432e-01, -1.349922181044633e-02
516, -3.086376201784101e-02, -1.524810561665573e+01, 1.068569720319633e+00, -2.205863792894188e-01, -7.500995571836872e-05, 9.662775255275239e-01, -1.584644201712673e-02
521, -2.727469097957940e-02, -1.453954587830103e+01, 1.013655318718026e+00, -2.453720667546317e-01, -7.048725769354545e-05, 9.605069335344338e-01, -1.838452048322192e-02
537, -2.225615918331310e-02, -1.387987773851652e+01, 9.630955333116482e-01, -2.681433259615306e-01, -6.601675969211069e-05, 9.542990465612926e-01, -2.111256709963092e-02
469, 1.308199233306969e-01, -1.145680682478011e+01, 3.382909131404800e-01, -5.036106240382670e-01, 6.265429136589293e-05, 9.922119222715451e-01, -2.878874190215523e-03
393, 8.631004324232450e-02, -1.382725398105925e+01, 3.168961955806881e-01, -5.081374660766333e-01, 9.260860541255485e-05, 9.948726051760148e-01, -1.892805925729301e-03
325, 7.232658926872668e-01, -1.803199268088300e+01, 2.949440220477833e-01, -5.178766539585891e-01, 1.211334658330527e-04, 9.970564384455434e-01, -1.085277745495827e-03
259, 9.219455368435630e+00, -2.479228324715607e+01, 2.763895084593846e-01, -5.104977522013615e-01, 2.332425399203166e-04, 9.987533013274225e-01, -4.591654735421370e-04
196, 1.766659671874927e+03, -3.638298106268858e+01, -5.804085850867178e-02, -5.593954031496626e-01, 3.692899237916983e-04, 9.999628926939207e-01, -1.365583390530554e-05
135, -1.408455027718899e+03, -1.423168470061429e+02, 4.831328406057512e-01, 5.287178849364172e-01, -7.693528660280090e-04, 1.000000000000000e+00, 0.000000000000000e+00
538, -1.804069016747830e-02, -1.324432118023192e+01, 9.159468376068998e-01, -2.891285391423086e-01, -6.171130625266654e-05, 9.476630050780430e-01, -2.402529359584282e-02
541, -1.593448043361199e-02, -1.262219354947988e+01, 8.718877180754724e-01, -3.088591646417755e-01, -5.758436215719497e-05, 9.406073032709968e-01, -2.711568110980873e-02
544, -1.125869526905415e-02, -1.202606538190927e+01, 8.308077616036564e-01, -3.266248381857259e-01, -5.348889541475850e-05, 9.331391429429394e-01, -3.037354181207937e-02
545, -1.154759644456690e-02, -1.141357751640209e+01, 7.917629684618914e-01, -3.436385074061624e-01, -4.968864546420009e-05, 9.252458505652166e-01, -3.379500462680433e-02
550, -6.925554023759147e-03, -1.084411167897806e+01, 7.557861580037207e-01, -3.584148756061249e-01, -4.576442562011777e-05, 9.169519941343894e-01, -3.735766673064678e-02
551, -7.082183102471116e-03, -1.025931450476147e+01, 7.216960473839852e-01, -3.720220321874335e-01, -4.224299580429074e-05, 9.082431930377265e-01, -4.105337841912880e-02
552, -7.529851113627941e-03, -9.698429494803747e+00, 6.907960411415613e-01, -3.835771946626952e-01, -3.870611191839522e-05, 8.991326220984526e-01, -4.485940753267163e-02
553, -1.073493189542311e-02, -9.126635327365996e+00, 6.629701181024997e-01, -3.931712605485532e-01, -3.538080016424258e-05, 8.896241310836983e-01, -4.875727329810366e-02
556, -1.944413219588981e-02, -8.534274667804622e+00, 6.388394176364399e-01, -4.015151971904466e-01, -3.207117541530205e-05, 8.797148393122844e-01, -5.273873200585198e-02
557, -2.261390974285406e-02, -7.992618288757281e+00, 6.198812663598106e-01, -4.070754321883790e-01, -2.863630936177336e-05, 8.694219966988325e-01, -5.678918435762517e-02
558, -2.847301902444799e-02, -7.442896057841014e+00, 6.055082435796227e-01, -4.117944785142132e-01, -2.577623318824339e-05, 8.587630404630028e-01, -6.089457560228450e-02
567, -2.640145626218738e-02, -7.136434889432105e+00, 6.033243544821841e-01, -4.107973677341155e-01, -2.369093758053427e-05, 8.477169457374284e-01, -6.505583857949637e-02
570, -3.208175088399269e-02, -6.775931228141305e+00, 6.060973425463710e-01, -4.074237496698045e-01, -2.267079578538184e-05, 8.363209362807044e-01, -6.925208516905547e-02
571, -2.396882459512581e-02, -6.540087929660038e+00, 6.148208273984270e-01, -4.008474905091811e-01, -2.228335344999859e-05, 8.245835781897208e-01, -7.347399753051723e-02
572, -2.122693938800899e-02, -6.297039048887502e+00, 6.239676989415879e-01, -3.944272685522385e-01, -2.257600627031437e-05, 8.124941550296225e-01, -7.771937590307255e-02
573, -1.603616326398861e-02, -6.192875138694776e+00, 6.353191686345560e-01, -3.877903319592043e-01, -2.295844654017075e-05, 8.000811995613997e-01, -8.197252418418000e-02
578, -1.061554337059688e-02, -6.157294766896943e+00, 6.466522865395381e-01, -3.805635797873000e-01, -2.339081209190063e-05, 7.873537456814902e-01, -8.622445563749208e-02
579, -1.380908083014691e-02, -6.116211392927537e+00, 6.569972688383188e-01, -3.748091541089569e-01, -2.399070096818858e-05, 7.743298438441808e-01, -9.046006431065071e-02
577, -7.993741926832849e-03, -6.137499374235572e+00, 6.677061075329543e-01, -3.676055217219265e-01, -2.418902877799673e-05, 7.610077150197835e-01, -9.466978688949318e-02
576, -1.171924782470960e-02, -6.089108480589502e+00, 6.777552754081612e-01, -3.626572744350930e-01, -2.507799778471558e-05, 7.473953596122606e-01, -9.884060121810900e-02
575, -5.453039464682459e-03, -6.197056968517103e+00, 6.902721465622469e-01, -3.552416626790031e-01, -2.535295306473652e-05, 7.335206854829130e-01, -1.029535558860237e-01
574, -1.059312930277027e-02, -6.216534882790570e+00, 7.013247957541285e-01, -3.502268902857000e-01, -2.646932432503739e-05, 7.193921869180818e-01, -1.069958807641499e-01
569, -2.840376831006774e-03, -6.405989444376603e+00, 7.147328929155982e-01, -3.429237501840961e-01, -2.686804915237519e-05, 7.050082799618819e-01, -1.109575061185475e-01
568, -1.257865915686881e-02, -6.441015850418565e+00, 7.252852329451012e-01, -3.380984803037680e-01, -2.792470610549012e-05, 6.903975049090465e-01, -1.148203596282169e-01
566, -2.968341183503469e-04, -6.695781503649034e+00, 7.391586222065267e-01, -3.314240993876837e-01, -2.841072560007718e-05, 6.755695490162060e-01, -1.185749310438978e-01
565, -1.262043847035940e-02, -6.758870326839275e+00, 7.494625026087651e-01, -3.269654576998499e-01, -2.943801774397862e-05, 6.605348555915000e-01, -1.222138291368470e-01
564, 1.165202963857233e-03, -7.054958045464603e+00, 7.633704875936946e-01, -3.209732239879863e-01, -2.996132911998371e-05, 6.453141758394891e-01, -1.257278318776100e-01
563, -1.212690408399408e-02, -7.141306535430802e+00, 7.734549564765435e-01, -3.170257578971940e-01, -3.099156416775046e-05, 6.299284279037715e-01, -1.291085931395241e-01
562, 2.169876306061168e-03, -7.459918507375487e+00, 7.870942902743419e-01, -3.117368884107506e-01, -3.153435077649579e-05, 6.143888443847303e-01, -1.323506442315056e-01
561, -1.059636857616822e-02, -7.559921762874099e+00, 7.968255404035299e-01, -3.082786299907131e-01, -3.255590461575975e-05, 5.987067674368181e-01, -1.354489661389754e-01
560, 2.837263834698056e-03, -7.882378567100877e+00, 8.098784592674585e-01, -3.037099849165993e-01, -3.311895899408803e-05, 5.829036256135732e-01, -1.383947280936979e-01
559, -9.501425967707530e-03, -7.995258384328776e+00, 8.192521124832000e-01, -3.004712505981883e-01, -3.410853017873962e-05, 5.669902863080678e-01, -1.411739979915255e-01
555, 1.750178054184014e-03, -8.304648120595383e+00, 8.317859672424046e-01, -2.965983237961875e-01, -3.479683838214151e-05, 5.509981481232903e-01, -1.437683220023802e-01
554, -7.292311453136083e-03, -8.465383572378888e+00, 8.416447580070794e-01, -2.933576489887644e-01, -3.577721330953358e-05, 5.349280422289686e-01, -1.461649196884494e-01
549, 2.121607060311368e-03, -8.799571038780190e+00, 8.534896200340762e-01, -2.900278248940982e-01, -3.653020065098049e-05, 5.188115378527824e-01, -1.483468667726707e-01
548, -6.213935965792867e-03, -9.003796113593353e+00, 8.622560622037214e-01, -2.869257811336267e-01, -3.729925592236334e-05, 5.026497511328263e-01, -1.503023061757285e-01
