"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	1.002196926529511e+00	-1.303812050927277e-03	-2.615812244551411e+01	1.288412420750347e+00	1.122573505521332e+00	-1.444317867341753e-04	0.000000000000000e+00	0.000000000000000e+00	
1	1.002613870649145e+00	-9.189629217346524e-04	-2.240445262189749e+01	1.123762202209745e+00	1.098872109931482e+00	-1.430376432632241e-04	0.000000000000000e+00	0.000000000000000e+00	
2	1.002286461907450e+00	-1.615233336016178e-03	-2.699526848970468e+01	1.397018070510666e+00	1.067846336522815e+00	-1.429784481862585e-04	0.000000000000000e+00	0.000000000000000e+00	
3	1.001800559429840e+00	-1.543141210734569e-03	-3.012633366695961e+01	1.441592917731842e+00	1.098250014639491e+00	-1.409448672095306e-04	0.000000000000000e+00	0.000000000000000e+00	
4	1.002461278151121e+00	-2.008191417160559e-03	-2.602578176587808e+01	1.433249401149524e+00	9.836983642897780e-01	-1.393749209187762e-04	0.000000000000000e+00	0.000000000000000e+00	
5	1.002671450486612e+00	-2.505017775635973e-03	-2.506705197744603e+01	1.452338084901366e+00	8.725200156850279e-01	-1.335551211472387e-04	0.000000000000000e+00	0.000000000000000e+00	
6	1.002756103224363e+00	-1.466416689313358e-03	-2.377764681701847e+01	1.284313459173329e+00	1.034024736726856e+00	-1.405101955642785e-04	0.000000000000000e+00	0.000000000000000e+00	
7	1.003177265237401e+00	-1.054862682327280e-03	-2.119118952685345e+01	1.145503475535871e+00	1.010405362019125e+00	-1.309455811231285e-04	0.000000000000000e+00	0.000000000000000e+00	
8	1.003061496507285e+00	-2.012664828703198e-03	-2.327594495894488e+01	1.345630122560355e+00	9.075365662252648e-01	-1.334671395363201e-04	0.000000000000000e+00	0.000000000000000e+00	
9	1.003130588169930e+00	-6.575166134773460e-04	-1.996673009540425e+01	1.026804188187899e+00	1.031191337092423e+00	-1.458805285318817e-04	0.000000000000000e+00	0.000000000000000e+00	
10	1.002159484627592e+00	-9.612193541124753e-04	-2.532029848693188e+01	1.166369296040066e+00	1.164187467667716e+00	-1.501987485110289e-04	0.000000000000000e+00	0.000000000000000e+00	
11	1.001763532107233e+00	-1.164190495987548e-03	-2.927170849766667e+01	1.291863024160177e+00	1.156868605691149e+00	-1.451613047702953e-04	0.000000000000000e+00	0.000000000000000e+00	
12	1.002644302737806e+00	-3.623136216761287e-04	-1.963482718450937e+01	9.020553611244182e-01	1.095342397660347e+00	-1.475171049257219e-04	0.000000000000000e+00	0.000000000000000e+00	
13	1.002146827080654e+00	-6.218601312498846e-04	-2.279863522031162e+01	1.008108424690757e+00	1.166771548337740e+00	-1.503774220413896e-04	0.000000000000000e+00	0.000000000000000e+00	
14	1.001394348182050e+00	-1.367718597972078e-03	-3.518223002027693e+01	1.441939664721503e+00	1.082368625063587e+00	-1.513311919344852e-04	0.000000000000000e+00	0.000000000000000e+00	
15	1.001934669103697e+00	-1.962292313102882e-03	-2.966798733284077e+01	1.526171675564215e+00	1.025670198212544e+00	-1.354796389895627e-04	0.000000000000000e+00	0.000000000000000e+00	
16	1.001492427466703e+00	-1.786068402808117e-03	-3.437810875738677e+01	1.584908262233399e+00	1.007447113314196e+00	-1.404360583251881e-04	0.000000000000000e+00	0.000000000000000e+00	
17	1.002104131290626e+00	-2.398374879081108e-03	-2.829747049912839e+01	1.553966708440845e+00	9.265936517351211e-01	-1.347765313616075e-04	0.000000000000000e+00	0.000000000000000e+00	
18	1.002280598947918e+00	-2.888139836683907e-03	-2.684139135146396e+01	1.540092220249980e+00	8.272825723698707e-01	-1.290528794200123e-04	0.000000000000000e+00	0.000000000000000e+00	
19	1.002897201323160e+00	-3.026104659184527e-03	-2.405868013617606e+01	1.430503021787705e+00	7.596688756331883e-01	-1.239002945788744e-04	0.000000000000000e+00	0.000000000000000e+00	
20	1.003315712101983e+00	-2.571123422940910e-03	-2.281825007058547e+01	1.354161166954034e+00	7.972068479583666e-01	-1.242024959366072e-04	0.000000000000000e+00	0.000000000000000e+00	
21	1.003363429090560e+00	-1.556253368868243e-03	-2.141139968470704e+01	1.221399433108704e+00	9.264379783881003e-01	-1.382312988661824e-04	0.000000000000000e+00	0.000000000000000e+00	
22	1.003713382423301e+00	-7.816852408146775e-04	-1.914568364227807e+01	1.058593737518398e+00	9.229063890274455e-01	-1.342610587970540e-04	0.000000000000000e+00	0.000000000000000e+00	
23	1.003716516511923e+00	-2.072768331419874e-03	-2.137448377516565e+01	1.264342910425433e+00	8.154546762255477e-01	-1.242917367937638e-04	0.000000000000000e+00	0.000000000000000e+00	
24	1.003189433186502e+00	-1.353012417918371e-04	-1.806112862746608e+01	8.851304450280012e-01	9.951854923431840e-01	-1.380384704776358e-04	0.000000000000000e+00	0.000000000000000e+00	
25	1.002807498029768e+00	2.139955067242531e-04	-1.697206002067228e+01	7.101737723013047e-01	1.008925634155692e+00	-1.516838077763620e-04	0.000000000000000e+00	0.000000000000000e+00	
26	1.001748271493380e+00	-8.178029275039602e-04	-2.685062171686746e+01	1.100068524266733e+00	1.184575685094381e+00	-1.512199541739817e-04	0.000000000000000e+00	0.000000000000000e+00	
