"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"	"<greek>m</greek>"	"C<sub>f</sub>_x"	"C<sub>f</sub>_y"	"h"	"y<sup>+</sup>"
0	1.002197480017049e+00	-1.377124729591462e-03	1.290359519202590e-01	4.441663056283032e-01	1.908296197659272e+00	2.782316541897645e+04	1.112331607689426e+04	3.002990051595247e+02	1.080468143295523e-01	4.370847338592738e-02	1.847330721248934e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
1	1.002631097436618e+00	-1.006153317566734e-03	1.289950759448911e-01	3.148722081918129e-01	1.578680918197952e+00	2.781345280502316e+04	1.112136332841521e+04	3.003414283898347e+02	8.938990183360486e-02	3.591995473893179e-02	1.847531352501263e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
2	1.002276489983849e+00	-1.692911792104810e-03	1.288845790174492e-01	5.957212581295729e-01	1.895021353979735e+00	2.779041992663294e+04	1.111004467835628e+04	3.002929894554692e+02	-1.875052996680240e-02	4.436654166634819e-02	1.847302270194666e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
3	1.001791084891534e+00	-1.603335862534099e-03	1.288415248436276e-01	5.412744735745160e-01	2.398033883553555e+00	2.778324781876515e+04	1.110391776607037e+04	3.002276770766169e+02	-7.728815916746526e-02	5.493078432430303e-02	1.846993359804874e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
4	1.002437960244346e+00	-2.093026606211542e-03	1.289046845675990e-01	7.841579523920887e-01	1.851879019654925e+00	2.779501126707992e+04	1.111172954543502e+04	3.002916851978516e+02	-2.653004866914640e-03	4.490923760357562e-02	1.847296101718940e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
5	1.002630624676528e+00	-2.597809936913497e-03	1.289114039737300e-01	1.056077856697336e+00	1.804414374755320e+00	2.779714071266035e+04	1.111207455506898e+04	3.002853560408166e+02	6.432796368284931e-04	4.668675172421892e-02	1.847266167837330e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
6	1.002753507830179e+00	-1.561182673025408e-03	1.288468309973974e-01	6.455564238779267e-01	1.644886443144850e+00	2.778158700345387e+04	1.110778812493156e+04	3.003199555740856e+02	-4.031004991482125e-02	3.947564229007327e-02	1.847429803309359e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
7	1.003192725800460e+00	-1.165154947718056e-03	1.289108394234394e-01	5.586018291455438e-01	1.498760296412327e+00	2.779500155752956e+04	1.111403149451794e+04	3.003395543756554e+02	1.934023341805255e-02	3.571352779742523e-02	1.847522490058410e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
8	1.003039341118920e+00	-2.120281283095406e-03	1.289155340599567e-01	8.811009454996140e-01	1.663705550858527e+00	2.779691014051754e+04	1.111326548683450e+04	3.003079176755957e+02	1.202165733177656e-02	4.203634947680007e-02	1.847372872160558e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
9	1.003161814852021e+00	-7.642308753012639e-04	1.288825311649130e-01	2.649919300904606e-01	1.449094959744729e+00	2.778864918509439e+04	1.111209211614491e+04	3.003531018994007e+02	8.110613354888377e-04	3.289884136199354e-02	1.847586557353267e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
10	1.002171923451866e+00	-1.031503266876760e-03	1.287679685566382e-01	2.543454028324049e-01	1.829355160717090e+00	2.776561311497708e+04	1.110094698443367e+04	3.003188066426779e+02	-1.056715447571683e-01	4.128646190981741e-02	1.847424369685901e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
11	1.001766229313064e+00	-1.221459591654978e-03	1.287184717748054e-01	3.283002564756285e-01	2.425403295201375e+00	2.775710749845967e+04	1.109353530310659e+04	3.002337012095517e+02	-1.764840899727837e-01	5.474029090720694e-02	1.847021853740193e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
12	1.002683503897438e+00	-4.476248624805333e-04	1.290236247467449e-01	-4.672688844475291e-01	1.303252292861581e+00	2.781868291971480e+04	1.112450191862365e+04	3.003597138540283e+02	1.193765608978166e-01	3.088518735225572e-02	1.847617825290730e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
13	1.002171369604163e+00	-6.895533556127319e-04	1.289636097166238e-01	-2.785113091770130e-01	1.682510612722273e+00	2.780782973808254e+04	1.111862145927724e+04	3.003406451551912e+02	6.319358769920858e-02	3.806315402026182e-02	1.847527648491865e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
14	1.001388483582257e+00	-1.413613903312528e-03	1.289405308354567e-01	5.671370308278016e-01	3.473542300246617e+00	2.781099496615729e+04	1.110518425988202e+04	3.000313667312581e+02	-6.518784800393047e-02	7.860748527266775e-02	1.846064666470229e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
15	1.001911827904849e+00	-2.028199131671526e-03	1.288307195256795e-01	7.591054884933990e-01	2.226257026500171e+00	2.778044780064405e+04	1.110359039000590e+04	3.002440055023113e+02	-8.041596935581387e-02	5.255980552591213e-02	1.847070592034623e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
16	1.001474193355258e+00	-1.836618669877218e-03	1.289182195099540e-01	7.409566059122221e-01	2.871170575240552e+00	2.780226006869329e+04	1.110726338428911e+04	3.001394737911755e+02	-4.532351701228163e-02	6.622696813953281e-02	1.846576129515195e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
17	1.002066863258112e+00	-2.470604486020483e-03	1.287937225008675e-01	1.050724806276609e+00	2.046449681184072e+00	2.777251589040690e+04	1.110078859707732e+04	3.002544700084654e+02	-1.071848062343130e-01	5.141866194305125e-02	1.847120087289322e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
18	1.002226420047762e+00	-2.966255375443597e-03	1.288652364339110e-01	1.323735740326555e+00	1.906529405748627e+00	2.778834968867971e+04	1.110697900044572e+04	3.002551886939086e+02	-4.804057173706332e-02	5.185001362982047e-02	1.847123486512949e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
19	1.002837181798942e+00	-3.126695255460313e-03	1.289059197513262e-01	1.349502082155780e+00	1.739972567787347e+00	2.779688777597067e+04	1.111123232103034e+04	3.002753705509144e+02	-7.403576847096057e-03	4.917329619449389e-02	1.847218940627766e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
20	1.003272513734799e+00	-2.688557775524788e-03	1.288818260388672e-01	1.143655996255197e+00	1.672829965165282e+00	2.779060274052706e+04	1.110986888803170e+04	3.002946523282776e+02	-2.043006255310964e-02	4.525968169878314e-02	1.847310134719086e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
21	1.003359720229536e+00	-1.675263860570347e-03	1.289615721960951e-01	7.647711639615618e-01	1.519205375668637e+00	2.780606616886976e+04	1.111794007697833e+04	3.003269843072801e+02	5.668353785745062e-02	3.796272328994998e-02	1.847463043967724e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
22	1.003742943975970e+00	-9.132963993495489e-04	1.290121517080919e-01	4.247305453447476e-01	1.421288130775614e+00	2.781625689066487e+04	1.112309151793266e+04	3.003483408433090e+02	1.059013373560804e-01	3.309514290835519e-02	1.847564042108568e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
23	1.003693184355504e+00	-2.206508431934524e-03	1.289233219124170e-01	1.002442131489472e+00	1.568237043330571e+00	2.779853604269505e+04	1.111404028057630e+04	3.003107125969643e+02	1.942417701024907e-02	4.155653681311264e-02	1.847386090354464e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
24	1.003242953146146e+00	-2.420064151766795e-04	1.288022047754309e-01	-2.850252786571093e-01	1.248966255189517e+00	2.776989893475822e+04	1.110541123846301e+04	3.003597218495525e+02	-6.301925354880972e-02	2.862740345678268e-02	1.847617863101365e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
