"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
93, 1.000000000000000e+00, -1.000000000000000e-03, 9.693674517351430e+03, -1.355100746898423e+01, 0.000000000000000e+00, 0.000000000000000e+00
70, 9.997621355856203e-01, -1.104659141158243e-03, 1.121631704297989e+04, 9.965948812802921e-01, 0.000000000000000e+00, 0.000000000000000e+00
108, 9.990485012488061e-01, -1.418521824914352e-03, 1.097487165370684e+04, -1.310218079299127e+00, 0.000000000000000e+00, 0.000000000000000e+00
168, 9.978686702132833e-01, -1.936147794315310e-03, 1.108369170337804e+04, -2.705316238724559e-01, 0.000000000000000e+00, 0.000000000000000e+00
226, 9.962132437955421e-01, -2.657066199912287e-03, 1.108092406406130e+04, -2.969741509601398e-01, 0.000000000000000e+00, 0.000000000000000e+00
290, 9.940822606931574e-01, -3.570347249260293e-03, 1.109343385379584e+04, -1.774533550541400e-01, 0.000000000000000e+00, 0.000000000000000e+00
359, 9.914853571674017e-01, -4.652743387075137e-03, 1.109687983636112e+04, -1.445298137620103e-01, 0.000000000000000e+00, 0.000000000000000e+00
394, 9.884321728242919e-01, -5.874055138750469e-03, 1.109940924480530e+04, -1.203633875602625e-01, 0.000000000000000e+00, 0.000000000000000e+00
395, 9.849038280601278e-01, -7.212891248643936e-03, 1.110099850978375e+04, -1.051792622342980e-01, 0.000000000000000e+00, 0.000000000000000e+00
396, 9.809288756219902e-01, -8.635845597158425e-03, 1.110266121120892e+04, -8.929351180151018e-02, 0.000000000000000e+00, 0.000000000000000e+00
470, 9.764883938926089e-01, -1.014296570942249e-02, 1.110452698082649e+04, -7.146761109476062e-02, 0.000000000000000e+00, 0.000000000000000e+00
471, 9.716109697805432e-01, -1.173915320903107e-02, 1.110644171638723e+04, -5.317388090222237e-02, 0.000000000000000e+00, 0.000000000000000e+00
516, 9.662775255275239e-01, -1.346476340701709e-02, 1.110803572920651e+04, -3.794439384553178e-02, 0.000000000000000e+00, 0.000000000000000e+00
521, 9.605069335344338e-01, -1.535731129524531e-02, 1.110898195431425e+04, -2.890398786075075e-02, 0.000000000000000e+00, 0.000000000000000e+00
537, 9.542990465612926e-01, -1.745647264343579e-02, 1.110909462577258e+04, -2.782750434982540e-02, 0.000000000000000e+00, 0.000000000000000e+00
469, 9.922119222715451e-01, -2.729425756855193e-03, 1.119141615937200e+04, 7.586873312147615e-01, 0.000000000000000e+00, 0.000000000000000e+00
393, 9.948726051760148e-01, -1.847037152846840e-03, 1.116511802947679e+04, 5.074302371616624e-01, 0.000000000000000e+00, 0.000000000000000e+00
325, 9.970564384455434e-01, -1.076163451118238e-03, 1.127052245300365e+04, 1.514483182037744e+00, 0.000000000000000e+00, 0.000000000000000e+00
259, 9.987533013274225e-01, -4.584482733960953e-04, 1.094600313243867e+04, -1.586033157875190e+00, 0.000000000000000e+00, 0.000000000000000e+00
196, 9.999628926939207e-01, -1.365581456553580e-05, 1.485965836403563e+04, 3.580573745604857e+01, 0.000000000000000e+00, 0.000000000000000e+00
135, 1.000000000000000e+00, 0.000000000000000e+00, 1.435937312081587e+04, 3.102592167028986e+01, 0.000000000000000e+00, 0.000000000000000e+00
538, 9.476630050780430e-01, -1.978339223015429e-02, 1.110834892418335e+04, -3.495207233570605e-02, 0.000000000000000e+00, 0.000000000000000e+00
541, 9.406073032709968e-01, -2.233800478095180e-02, 1.110691565635203e+04, -4.864577267603309e-02, 0.000000000000000e+00, 0.000000000000000e+00
544, 9.331391429429394e-01, -2.510152143152536e-02, 1.110503420109926e+04, -6.662153678122804e-02, 0.000000000000000e+00, 0.000000000000000e+00
545, 9.252458505652166e-01, -2.805375764238552e-02, 1.110293209525952e+04, -8.670543654101240e-02, 0.000000000000000e+00, 0.000000000000000e+00
550, 9.169519941343894e-01, -3.116077984490687e-02, 1.110078340884052e+04, -1.072343755879544e-01, 0.000000000000000e+00, 0.000000000000000e+00
551, 9.082431930377265e-01, -3.440901764371194e-02, 1.109867601047745e+04, -1.273688410737822e-01, 0.000000000000000e+00, 0.000000000000000e+00
552, 8.991326220984526e-01, -3.778180342722375e-02, 1.109673879537041e+04, -1.458773449214552e-01, 0.000000000000000e+00, 0.000000000000000e+00
553, 8.896241310836983e-01, -4.127425706034588e-02, 1.109491597013436e+04, -1.632929472323986e-01, 0.000000000000000e+00, 0.000000000000000e+00
556, 8.797148393122844e-01, -4.489605436397160e-02, 1.109307698746334e+04, -1.808629206022129e-01, 0.000000000000000e+00, 0.000000000000000e+00
557, 8.694219966988325e-01, -4.865229977341038e-02, 1.109115646475961e+04, -1.992119422066291e-01, 0.000000000000000e+00, 0.000000000000000e+00
558, 8.587630404630028e-01, -5.254681938657189e-02, 1.108908698246550e+04, -2.189841507052151e-01, 0.000000000000000e+00, 0.000000000000000e+00
567, 8.477169457374284e-01, -5.659510369821850e-02, 1.108682401934179e+04, -2.406049100778357e-01, 0.000000000000000e+00, 0.000000000000000e+00
570, 8.363209362807044e-01, -6.078876718636012e-02, 1.108433909695380e+04, -2.643463084449951e-01, 0.000000000000000e+00, 0.000000000000000e+00
571, 8.245835781897208e-01, -6.512770282795199e-02, 1.108164348041899e+04, -2.901007168350653e-01, 0.000000000000000e+00, 0.000000000000000e+00
572, 8.124941550296225e-01, -6.961740057340587e-02, 1.107867788590164e+04, -3.184345437474182e-01, 0.000000000000000e+00, 0.000000000000000e+00
573, 8.000811995613997e-01, -7.424775241668587e-02, 1.107544292390368e+04, -3.493419563360263e-01, 0.000000000000000e+00, 0.000000000000000e+00
578, 7.873537456814902e-01, -7.901429529755799e-02, 1.107190230112444e+04, -3.831697073661019e-01, 0.000000000000000e+00, 0.000000000000000e+00
579, 7.743298438441808e-01, -8.390499590497244e-02, 1.106806688803727e+04, -4.198139383670667e-01, 0.000000000000000e+00, 0.000000000000000e+00
577, 7.610077150197835e-01, -8.891344294469510e-02, 1.106397905880163e+04, -4.588697989482101e-01, 0.000000000000000e+00, 0.000000000000000e+00
576, 7.473953596122606e-01, -9.402863354418051e-02, 1.105953974961748e+04, -5.012837625896887e-01, 0.000000000000000e+00, 0.000000000000000e+00
575, 7.335206854829130e-01, -9.923120399136585e-02, 1.105486987303859e+04, -5.459006088625246e-01, 0.000000000000000e+00, 0.000000000000000e+00
574, 7.193921869180818e-01, -1.045082807370186e-01, 1.104984266339642e+04, -5.939314799138233e-01, 0.000000000000000e+00, 0.000000000000000e+00
569, 7.050082799618819e-01, -1.098499459859825e-01, 1.104458986704341e+04, -6.441176472408989e-01, 0.000000000000000e+00, 0.000000000000000e+00
568, 6.903975049090465e-01, -1.152346006974805e-01, 1.103904074693119e+04, -6.971349454101927e-01, 0.000000000000000e+00, 0.000000000000000e+00
566, 6.755695490162060e-01, -1.206500142277814e-01, 1.103321727872929e+04, -7.527734148964389e-01, 0.000000000000000e+00, 0.000000000000000e+00
565, 6.605348555915000e-01, -1.260852306248083e-01, 1.102705338252194e+04, -8.116643951781725e-01, 0.000000000000000e+00, 0.000000000000000e+00
564, 6.453141758394891e-01, -1.315253537339858e-01, 1.102052827741929e+04, -8.740064306390040e-01, 0.000000000000000e+00, 0.000000000000000e+00
563, 6.299284279037715e-01, -1.369553061702938e-01, 1.101360210994064e+04, -9.401802886489683e-01, 0.000000000000000e+00, 0.000000000000000e+00
562, 6.143888443847303e-01, -1.423632727952443e-01, 1.100621184292191e+04, -1.010788237685671e+00, 0.000000000000000e+00, 0.000000000000000e+00
561, 5.987067674368181e-01, -1.477371392580507e-01, 1.099822060481937e+04, -1.087137973257444e+00, 0.000000000000000e+00, 0.000000000000000e+00
560, 5.829036256135732e-01, -1.530587079241986e-01, 1.098957602104561e+04, -1.169729891654189e+00, 0.000000000000000e+00, 0.000000000000000e+00
559, 5.669902863080678e-01, -1.583054364173166e-01, 1.098033079370146e+04, -1.258060467463509e+00, 0.000000000000000e+00, 0.000000000000000e+00
555, 5.509981481232903e-01, -1.634462767796615e-01, 1.097049574898771e+04, -1.352026265203031e+00, 0.000000000000000e+00, 0.000000000000000e+00
554, 5.349280422289686e-01, -1.684599429262222e-01, 1.096010722307503e+04, -1.451280122519675e+00, 0.000000000000000e+00, 0.000000000000000e+00
549, 5.188115378527824e-01, -1.733153953948434e-01, 1.094919682129271e+04, -1.555520076375743e+00, 0.000000000000000e+00, 0.000000000000000e+00
548, 5.026497511328263e-01, -1.779910447261393e-01, 1.093798401181577e+04, -1.662649288094412e+00, 0.000000000000000e+00, 0.000000000000000e+00
547, 4.864746862420334e-01, -1.824581321373643e-01, 1.092654841174099e+04, -1.771907081518890e+00, 0.000000000000000e+00, 0.000000000000000e+00
