TITLE = "Visualization of the surface solution"
VARIABLES = "x""y""Conservative_1""Conservative_2""Conservative_3""Conservative_4""Pressure""Temperature""C<sub>p</sub>""Mach""<greek>m</greek>""C<sub>f</sub>_x""C<sub>f</sub>_y""h""y<sup>+</sup>"
ZONE NODES= 200, ELEMENTS= 200, DATAPACKING=POINT, ZONETYPE=FELINESEG
3.124498e-03	-5.789565e-02	1.252710e-01	2.930622e+00	-1.093087e+01	2.717623e+04	1.066602e+04	2.966076e+02	-4.261054e+00	2.616601e-01	1.829820e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
2.537646e-03	-5.552114e-02	1.252621e-01	2.584059e+00	-1.101087e+01	2.717452e+04	1.066557e+04	2.966162e+02	-4.265328e+00	2.615157e-01	1.829861e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
2.003081e-03	-5.313995e-02	1.254846e-01	2.221618e+00	-1.097935e+01	2.722028e+04	1.068812e+04	2.967160e+02	-4.049940e+00	2.585117e-01	1.830336e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
9.997621e-01	-1.104660e-03	1.309842e-01	7.339027e+00	2.324701e+00	2.827911e+04	1.122115e+04	2.984345e+02	1.042794e+00	1.697106e-01	1.838499e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1.000000e+00	-1.000000e-03	1.132452e-01	-1.455593e+00	6.144844e+00	2.444105e+04	9.705991e+03	2.985729e+02	-1.343333e+01	1.609800e-01	1.839156e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
4.487486e-03	-6.274912e-02	1.252783e-01	3.312449e+00	-1.093815e+01	2.718039e+04	1.066364e+04	2.965241e+02	-4.283806e+00	2.642668e-01	1.829423e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
6.075662e-03	-6.762920e-02	1.250616e-01	3.815485e+00	-1.095532e+01	2.713803e+04	1.063999e+04	2.963791e+02	-4.509700e+00	2.687748e-01	1.828733e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1.078855e-03	-4.823907e-02	1.255223e-01	1.777512e+00	-1.090082e+01	2.722523e+04	1.069573e+04	2.968382e+02	-3.977229e+00	2.547581e-01	1.830917e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
9.990485e-01	-1.418557e-03	1.277295e-01	4.711035e+00	2.300804e+00	2.755077e+04	1.097727e+04	2.993873e+02	-1.287329e+00	1.183345e-01	1.843016e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1.000000e+00	0.000000e+00	2.419152e-01	1.934846e+01	1.028283e+02	5.854039e+04	1.436504e+04	2.068587e+02	3.108003e+01	1.500095e+00	1.367208e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
7.917903e-03	-7.260471e-02	1.249527e-01	4.304624e+00	-1.093925e+01	2.711834e+04	1.062614e+04	2.962513e+02	-4.642101e+00	2.726621e-01	1.828124e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1.006240e-02	-7.775395e-02	1.248118e-01	4.808648e+00	-1.090857e+01	2.709217e+04	1.060913e+04	2.961110e+02	-4.804544e+00	2.768827e-01	1.827456e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1.251909e-02	-8.304005e-02	1.246684e-01	5.323143e+00	-1.085705e+01	2.706566e+04	1.059170e+04	2.959646e+02	-4.971093e+00	2.812324e-01	1.826759e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1.529738e-02	-8.842758e-02	1.245189e-01	5.852634e+00	-1.077102e+01	2.703782e+04	1.057377e+04	2.958182e+02	-5.142409e+00	2.855203e-01	1.826062e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1.843145e-02	-9.391602e-02	1.243760e-01	6.391259e+00	-1.063699e+01	2.701103e+04	1.055679e+04	2.956825e+02	-5.304693e+00	2.894365e-01	1.825415e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
2.196161e-02	-9.951280e-02	1.242513e-01	6.920225e+00	-1.045513e+01	2.698757e+04	1.054199e+04	2.955644e+02	-5.446028e+00	2.927854e-01	1.824852e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
2.590787e-02	-1.052049e-01	1.241476e-01	7.434488e+00	-1.024331e+01	2.696839e+04	1.052928e+04	2.954545e+02	-5.567479e+00	2.958658e-01	1.824328e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
3.032086e-02	-1.110239e-01	1.240441e-01	7.941701e+00	-1.000485e+01	2.694923e+04	1.051661e+04	2.953453e+02	-5.688515e+00	2.989007e-01	1.823808e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
3.519676e-02	-1.169004e-01	1.239377e-01	8.447262e+00	-9.724825e+00	2.692922e+04	1.050393e+04	2.952423e+02	-5.809721e+00	3.017303e-01	1.823317e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
4.055945e-02	-1.228035e-01	1.238482e-01	8.939663e+00	-9.398228e+00	2.691233e+04	1.049324e+04	2.951551e+02	-5.911847e+00	3.040931e-01	1.822901e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
4.640551e-02	-1.286774e-01	1.237792e-01	9.407948e+00	-9.028755e+00	2.689924e+04	1.048497e+04	2.950869e+02	-5.990853e+00	3.059065e-01	1.822575e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
5.272092e-02	-1.344679e-01	1.237321e-01	9.841758e+00	-8.618841e+00	2.689010e+04	1.047940e+04	2.950424e+02	-6.044017e+00	3.070493e-01	1.822363e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
5.950360e-02	-1.401403e-01	1.237120e-01	1.023464e+01	-8.173995e+00	2.688592e+04	1.047701e+04	2.950231e+02	-6.066883e+00	3.074836e-01	1.822271e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
4.060150e-04	-4.331567e-02	1.256015e-01	1.154323e+00	-1.094452e+01	2.724187e+04	1.070389e+04	2.968774e+02	-3.899208e+00	2.536685e-01	1.831103e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
6.675311e-02	-1.456670e-01	1.237187e-01	1.057928e+01	-7.702852e+00	2.688667e+04	1.047782e+04	2.950298e+02	-6.059132e+00	3.071882e-01	1.822303e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
9.978687e-01	-1.936538e-03	1.288661e-01	4.072275e+00	1.825544e+00	2.779083e+04	1.108542e+04	2.996703e+02	-2.540087e-01	9.979113e-02	1.844356e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
9.999629e-01	-1.365582e-05	1.790391e-01	8.295853e+00	-2.511495e+01	3.910586e+04	1.486086e+04	2.891520e+02	3.581719e+01	4.333705e-01	1.794128e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
3.518009e-05	-3.846986e-02	1.253044e-01	4.103701e-01	-1.107829e+01	2.718065e+04	1.067610e+04	2.968089e+02	-4.164697e+00	2.561633e-01	1.830777e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
7.446654e-02	-1.510282e-01	1.237540e-01	1.087282e+01	-7.221052e+00	2.689286e+04	1.048182e+04	2.950584e+02	-6.020920e+00	3.062838e-01	1.822439e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
9.962132e-01	-2.659182e-03	1.287625e-01	3.600062e+00	1.585128e+00	2.776612e+04	1.108242e+04	2.998301e+02	-2.827256e-01	8.800601e-02	1.845112e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
9.987533e-01	-4.586097e-04	1.268982e-01	3.638172e+00	1.798112e+00	2.742217e+04	1.094291e+04	3.004055e+02	-1.615566e+00	9.204115e-02	1.847834e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
6.353361e-05	-3.458715e-02	1.254314e-01	-8.496149e-01	-1.106574e+01	2.720898e+04	1.068719e+04	2.968163e+02	-4.058735e+00	2.561874e-01	1.830813e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
8.264737e-02	-1.562162e-01	1.238063e-01	1.112008e+01	-6.735946e+00	2.690221e+04	1.048783e+04	2.951028e+02	-5.963498e+00	3.049318e-01	1.822651e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
9.940823e-01	-3.578028e-03	1.288824e-01	3.488403e+00	1.490519e+00	2.779305e+04	1.109489e+04	2.998885e+02	-1.635451e-01	8.478466e-02	1.845389e-05	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
