TITLE = "SU2 Simulation"
VARIABLES = "Iteration","Sens_Geo","Sens_Mach","Sens_AoA","Sens_Press","Sens_Temp","Sens_AoS","Res_AdjFlow[0]","Res_AdjFlow[1]","Res_AdjFlow[2]","Res_AdjFlow[3]","Res_AdjFlow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, 0.00000000e+00, -3.46357128e-26, 1.06871952e-26, -2.63678873e-30, -2.00765873e-29, 0.0, 2.23891169e-01, -1.39210216e+00, -1.86912915e+00, -3.07811559e+00, 0.0, 5.0000000000, 2.0000000000, 0.0098723014
           1, 0.00000000e+00, -1.27029762e-24, 3.83376680e-25, -9.21938962e-29, -7.36345637e-28, 0.0, 1.48000667e-01, -1.14074068e+00, -6.01369078e-01, -3.15501368e+00, 0.0, 5.0000000000, 2.0000000000, 0.0128612734
           2, 0.00000000e+00, -2.36329969e-23, 6.88800638e-24, -1.67174113e-27, -1.36994781e-26, 0.0, 6.38459491e-02, -9.81730930e-01, -3.96707158e-01, -3.26833733e+00, 0.0, 5.0000000000, 2.0000000000, 0.0175323963
           3, 0.00000000e+00, -2.97491133e-22, 8.47018349e-23, -2.07472054e-26, -1.72450568e-25, 0.0, 3.50350665e-02, -9.31690794e-01, -3.40730395e-01, -3.35633749e+00, 0.0, 5.0000000000, 2.0000000000, 0.0187548282
           4, 0.00000000e+00, -2.87282835e-21, 8.04748975e-22, -1.98513697e-25, -1.66534331e-24, 0.0, 7.97143398e-02, -9.40429830e-01, -3.55075357e-01, -3.36083385e+00, 0.0, 5.0000000000, 2.0000000000, 0.0205379384
           5, 0.00000000e+00, -2.27664637e-20, 6.29823747e-21, -1.56221002e-24, -1.31975171e-23, 0.0, 1.44310485e-01, -9.76004105e-01, -4.03588831e-01, -3.33041713e+00, 0.0, 5.0000000000, 2.0000000000, 0.0212708430
           6, 0.00000000e+00, -1.54297581e-19, 4.22447826e-20, -1.05252297e-23, -8.94453618e-23, 0.0, 1.98089559e-01, -1.00795373e+00, -4.49903679e-01, -3.31910609e+00, 0.0, 5.0000000000, 2.0000000000, 0.0217976850
           7, 0.00000000e+00, -9.19439094e-19, 2.49459908e-19, -6.23833994e-23, -5.32995347e-22, 0.0, 2.39844089e-01, -1.01660840e+00, -4.66011447e-01, -3.33575594e+00, 0.0, 5.0000000000, 2.0000000000, 0.0226276599
           8, 0.00000000e+00, -4.91342870e-18, 1.32229682e-18, -3.31701177e-22, -2.84830599e-21, 0.0, 2.76648657e-01, -1.00707131e+00, -4.58391318e-01, -3.36859684e+00, 0.0, 5.0000000000, 2.0000000000, 0.0234239665
           9, 0.00000000e+00, -2.38993748e-17, 6.38422622e-18, -1.60567334e-21, -1.38544696e-20, 0.0, 3.14348015e-01, -9.94819079e-01, -4.49985962e-01, -3.39782578e+00, 0.0, 5.0000000000, 2.0000000000, 0.0246031455
          10, 0.00000000e+00, -1.07035518e-16, 2.83977764e-17, -7.15767441e-21, -6.20486774e-20, 0.0, 3.54741533e-01, -9.87436071e-01, -4.51714804e-01, -3.40874843e+00, 0.0, 5.0000000000, 2.0000000000, 0.0254301264
          11, 0.00000000e+00, -4.45445617e-16, 1.17438128e-16, -2.96525181e-20, -2.58226283e-19, 0.0, 3.96640342e-01, -9.83443154e-01, -4.61194881e-01, -3.40388649e+00, 0.0, 5.0000000000, 2.0000000000, 0.0275941498
          12, 0.00000000e+00, -1.73553777e-15, 4.54890405e-16, -1.15017374e-19, -1.00609936e-18, 0.0, 4.38194261e-01, -9.77839981e-01, -4.70356807e-01, -3.39539471e+00, 0.0, 5.0000000000, 2.0000000000, 0.0314254058
