"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
93, 1.887879020124847e+01, -3.715859804214687e+02, -5.084713879216458e+00, -1.196344520440133e+01, 5.000730844231160e-03, 1.000000000000000e+00, -1.000000000000000e-03
70, -1.094124483786797e+02, -2.574900960867475e+02, -1.232729505354955e+01, -3.957641951584976e+00, 6.613918678712848e-03, 9.997621355856203e-01, -1.104660292889509e-03
108, 2.204246272593742e+01, -2.238605377503984e+02, -1.219511239621626e+01, -4.267981483068929e+00, 3.336827346503853e-03, 9.990485012488061e-01, -1.418594618382780e-03
168, -7.173900577582858e-02, -1.130730380907731e+02, -1.306370091432549e+01, -4.775889585164463e+00, 2.865365269538905e-03, 9.978686702132833e-01, -1.936947687136753e-03
226, 8.070841753777479e-01, -3.936457781586842e+01, -1.288250437670196e+01, -4.834855328500037e+00, 2.386856940105866e-03, 9.962132437955421e-01, -2.661398763312868e-03
290, 4.793323929763276e-01, 1.313464069545279e+01, -1.244470589774236e+01, -4.604387759319463e+00, 2.089568796389134e-03, 9.940822606931574e-01, -3.586075577100186e-03
359, 6.094364950834589e-01, 4.835073246526380e+01, -1.183056827363677e+01, -4.254339257267372e+00, 1.845486930248590e-03, 9.914853571674017e-01, -4.696509558434089e-03
394, 5.657671546098335e-01, 7.227443721082193e+01, -1.119476485579202e+01, -3.868990456490215e+00, 1.651135973060151e-03, 9.884321728242919e-01, -5.974464613428127e-03
395, 5.387402447970121e-01, 8.791337617268925e+01, -1.056907346634184e+01, -3.485078906321866e+00, 1.492245975366158e-03, 9.849038280601278e-01, -7.412212036545004e-03
396, 4.945986483991411e-01, 9.817152543822603e+01, -9.981074310085372e+00, -3.130033795699731e+00, 1.358332423234920e-03, 9.809288756219902e-01, -8.985882888764082e-03
470, 4.689868051968473e-01, 1.047494056014004e+02, -9.432861448426891e+00, -2.828154879048866e+00, 1.241692537448915e-03, 9.764883938926089e-01, -1.069922785227838e-02
471, 4.541364911486344e-01, 1.090359930060753e+02, -8.929328035142765e+00, -2.586847995855351e+00, 1.138119199609818e-03, 9.716109697805432e-01, -1.254891582542926e-02
516, 4.258764016475286e-01, 1.121391790821724e+02, -8.477968637741846e+00, -2.408474487994092e+00, 1.046283985312205e-03, 9.662775255275239e-01, -1.456032191506926e-02
521, 4.023828895215671e-01, 1.146194047367385e+02, -8.078928276755077e+00, -2.280480809888523e+00, 9.666294801429434e-04, 9.605069335344338e-01, -1.674950028004376e-02
537, 3.606926780086633e-01, 1.170231256431304e+02, -7.736901779570929e+00, -2.189101934932729e+00, 8.991145140334569e-04, 9.542990465612926e-01, -1.913741220033808e-02
469, -1.899106476248095e+00, -8.510952688580186e+00, 5.186165626097983e-01, 1.026853288604978e+00, -1.249786771095736e-03, 9.922119222715451e-01, -2.800070719440317e-03
393, 2.057636922581717e-01, 4.133500697291795e+00, 7.057184618213438e-01, 1.064200488507708e+00, -1.525052861523745e-03, 9.948726051760148e-01, -1.868672155814233e-03
325, -2.563235353683073e+00, 2.192900369831772e+01, 8.433336488274950e-01, 1.193091665288678e+00, -1.841137958048796e-03, 9.970564384455434e-01, -1.080471784297956e-03
259, -1.560917437062492e+01, 4.659572837205204e+01, 2.892927118048297e-01, 1.066245947887123e+00, -2.604166847969907e-03, 9.987533013274225e-01, -4.587872936567232e-04
196, -1.686577746700754e+04, -2.585685233997121e+01, 1.551916002845220e+00, 1.725753780961639e+00, -6.270778815309202e-03, 9.999628926939207e-01, -1.365582370742623e-05
135, -1.079094275616796e+04, -1.972560859797981e+03, -9.147944049630103e+00, 5.347951049308525e+00, -4.741331652664098e-03, 1.000000000000000e+00, 0.000000000000000e+00
538, 3.135457905484746e-01, 1.194419164510303e+02, -7.446216779175808e+00, -2.117602736962167e+00, 8.438758118876132e-04, 9.476630050780430e-01, -2.173300082484688e-02
541, 2.716081807052455e-01, 1.218626804080668e+02, -7.201342910681640e+00, -2.049590424700753e+00, 8.001570205614360e-04, 9.406073032709968e-01, -2.453297343521391e-02
544, 2.212954546459251e-01, 1.242737171629928e+02, -6.995222424814571e+00, -1.980500456817648e+00, 7.651623422922451e-04, 9.331391429429394e-01, -2.752247845859052e-02
545, 2.020904163733514e-01, 1.263754563299795e+02, -6.815903038889347e+00, -1.901982399832244e+00, 7.378764054272928e-04, 9.252458505652166e-01, -3.068881376650650e-02
550, 1.660631139342165e-01, 1.283937282653519e+02, -6.662839741615714e+00, -1.822315346072507e+00, 7.141742339015966e-04, 9.169519941343894e-01, -3.400332955993715e-02
551, 1.522425494804849e-01, 1.300005091031893e+02, -6.525407100113173e+00, -1.738341679504217e+00, 6.954590413445497e-04, 9.082431930377265e-01, -3.745490691080499e-02
552, 1.403705743224882e-01, 1.312902885489433e+02, -6.405598396026392e+00, -1.656167590464956e+00, 6.792843975528902e-04, 8.991326220984526e-01, -4.102403808382199e-02
553, 1.496222295980480e-01, 1.320259287997609e+02, -6.298143331176802e+00, -1.580003073828960e+00, 6.655295602417208e-04, 8.896241310836983e-01, -4.469951971121050e-02
556, 1.879257863193082e-01, 1.321898018003691e+02, -6.203632107056999e+00, -1.510038451401373e+00, 6.525893515144113e-04, 8.797148393122844e-01, -4.848270401119402e-02
557, 1.976573981396306e-01, 1.321800277104515e+02, -6.128423786617459e+00, -1.453827241956355e+00, 6.399073140614496e-04, 8.694219966988325e-01, -5.236955361052900e-02
558, 2.235835866948977e-01, 1.317232413240155e+02, -6.065420122511016e+00, -1.399703921500437e+00, 6.304031317777481e-04, 8.587630404630028e-01, -5.635559362761992e-02
567, 2.119506032080350e-01, 1.317632500414179e+02, -6.045232649649908e+00, -1.367428283217401e+00, 6.243762745786550e-04, 8.477169457374284e-01, -6.044952645023456e-02
570, 2.279513747871916e-01, 1.313654997569231e+02, -6.039549797384993e+00, -1.342921175650321e+00, 6.233560714225903e-04, 8.363209362807044e-01, -6.463716418192181e-02
571, 1.909479949281824e-01, 1.315363624835154e+02, -6.057332262587307e+00, -1.331224569638377e+00, 6.251473597696715e-04, 8.245835781897208e-01, -6.891410919772177e-02
572, 1.785464864290957e-01, 1.318861760500765e+02, -6.078226904332059e+00, -1.320803223704815e+00, 6.299835410178045e-04, 8.124941550296225e-01, -7.328225798947396e-02
573, 1.569595891068901e-01, 1.330093804532158e+02, -6.111287757153197e+00, -1.312215658993120e+00, 6.359099323826631e-04, 8.000811995613997e-01, -7.772891733595676e-02
578, 1.306205551721167e-01, 1.347160551893293e+02, -6.149303424481833e+00, -1.307156419253700e+00, 6.426517404815705e-04, 7.873537456814902e-01, -8.224752826288648e-02
579, 1.390497733388695e-01, 1.366924051854533e+02, -6.188950727711010e+00, -1.294223911262216e+00, 6.513125652561635e-04, 7.743298438441808e-01, -8.682464953691527e-02
577, 1.106058576988161e-01, 1.392438937720139e+02, -6.236873403803199e+00, -1.287119365032088e+00, 6.587337368913776e-04, 7.610077150197835e-01, -9.145241795067435e-02
576, 1.230441886617367e-01, 1.417485652463134e+02, -6.287295470675343e+00, -1.268507939119127e+00, 6.702933378088636e-04, 7.473953596122606e-01, -9.611891779542854e-02
575, 9.470699500496216e-02, 1.450986508992891e+02, -6.352147783211226e+00, -1.259525410699776e+00, 6.795107955038470e-04, 7.335206854829130e-01, -1.008050223669874e-01
574, 1.154475793098908e-01, 1.482388477350848e+02, -6.414083166142942e+00, -1.236618939586124e+00, 6.933068628170812e-04, 7.193921869180818e-01, -1.054979423594610e-01
569, 7.715599567127841e-02, 1.522463326976405e+02, -6.488922612805807e+00, -1.222138801603958e+00, 7.042733324662215e-04, 7.050082799618819e-01, -1.101877223281948e-01
568, 1.206551843542839e-01, 1.556468015019134e+02, -6.552164754073210e+00, -1.192605102586887e+00, 7.187780526833117e-04, 6.903975049090465e-01, -1.148544612687005e-01
566, 6.109128279361186e-02, 1.601852325661208e+02, -6.633079718935561e+00, -1.172116012936178e+00, 7.309051357972075e-04, 6.755695490162060e-01, -1.194872419219751e-01
565, 1.221507044426202e-01, 1.639392888169898e+02, -6.698402643435419e+00, -1.139108043771080e+00, 7.461694703540355e-04, 6.605348555915000e-01, -1.240768184978037e-01
564, 4.962397282387247e-02, 1.690445346914646e+02, -6.785242129656289e+00, -1.114867062333617e+00, 7.596884558218592e-04, 6.453141758394891e-01, -1.286109964506494e-01
563, 1.201302524706838e-01, 1.732915220586244e+02, -6.855557766440604e+00, -1.078507898649606e+00, 7.765146465199777e-04, 6.299284279037715e-01, -1.330778947141892e-01
562, 4.259809010698119e-02, 1.790666558646759e+02, -6.949970455150635e+00, -1.050734867895689e+00, 7.918482178031113e-04, 6.143888443847303e-01, -1.374687121007631e-01
561, 1.181417647146647e-01, 1.840394757952122e+02, -7.029195965213434e+00, -1.011153864116629e+00, 8.108217285686120e-04, 5.987067674368181e-01, -1.417746997286586e-01
560, 3.738795299656451e-02, 1.907057051322951e+02, -7.135080101013886e+00, -9.764333100765434e-01, 8.288931337875869e-04, 5.829036256135732e-01, -1.459820906608627e-01
559, 1.111094813310709e-01, 1.965190413847031e+02, -7.226126603157075e+00, -9.263476401475625e-01, 8.507854565499051e-04, 5.669902863080678e-01, -1.500724172417634e-01
555, 3.956666676782071e-02, 2.037498549399017e+02, -7.340142771587129e+00, -8.745220467740841e-01, 8.718386473515071e-04, 5.509981481232903e-01, -1.540205718510194e-01
554, 1.033682471479515e-01, 2.101397422054771e+02, -7.438922858097654e+00, -8.089411163437730e-01, 8.953769781523070e-04, 5.349280422289686e-01, -1.578092919970160e-01
549, 3.621789055464340e-02, 2.176993144684000e+02, -7.551739040398258e+00, -7.372604807544776e-01, 9.177426281228514e-04, 5.188115378527824e-01, -1.614141867064845e-01
548, 9.076860197835322e-02, 2.242604346148684e+02, -7.642813489222166e+00, -6.525888616734383e-01, 9.406136359730628e-04, 5.026497511328263e-01, -1.648182624261764e-01
547, 4.648015317715715e-02, 2.312417590775765e+02, -7.738336971218970e+00, -5.588039203401441e-01, 9.624143318210744e-04, 4.864746862420334e-01, -1.680000279229733e-01
546, 7.355351821432414e-02, 2.376750699583897e+02, -7.824527864179426e+00, -4.630194948860090e-01, 9.841832621860539e-04, 4.702995377529798e-01, -1.709536426245413e-01
543, 5.557420517714625e-02, 2.445592595239746e+02, -7.918772359914663e+00, -3.608331934658984e-01, 1.007356847500347e-03, 4.541381176622994e-01, -1.736778885913924e-01
542, 3.402844737540141e-02, 2.519606934134687e+02, -8.018878071282344e+00, -2.633874527086169e-01, 1.031234107831899e-03, 4.380247555402706e-01, -1.761688432261921e-01
142, -2.878448682406947e-01, 4.570912710888233e+02, -5.466511094684117e+00, 8.492268413388105e+00, 1.888140713859738e-03, 2.196161454589945e-02, -9.144894230011427e-02
141, -2.772263769851472e-01, 4.487313113865588e+02, -5.047259243274310e+00, 8.635844767927129e+00, 1.868451864716034e-03, 1.843144503504924e-02, -8.658560974940521e-02
140, -2.425399607520591e-01, 4.381626716539628e+02, -4.610541505021782e+00, 8.740903072977025e+00, 1.840263243182321e-03, 1.529737814623708e-02, -8.182322360394644e-02
