"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
93, 1.000000000000000e+00, -1.000000000000000e-03, 9.811715845992519e+03, -1.242321924485152e+01, 0.000000000000000e+00, 0.000000000000000e+00
70, 9.997621355856203e-01, -1.104661643295719e-03, 1.126833588260133e+04, 1.493592292555501e+00, 0.000000000000000e+00, 0.000000000000000e+00
108, 9.990485012488061e-01, -1.418679969540249e-03, 1.100104182267176e+04, -1.060183547140124e+00, 0.000000000000000e+00, 0.000000000000000e+00
168, 9.978686702132833e-01, -1.937885585193106e-03, 1.110193591729357e+04, -9.622310117651048e-02, 0.000000000000000e+00, 0.000000000000000e+00
226, 9.962132437955421e-01, -2.666478950783700e-03, 1.109484385700039e+04, -1.639819291698071e-01, 0.000000000000000e+00, 0.000000000000000e+00
290, 9.940822606931574e-01, -3.604518675207157e-03, 1.110586903619762e+04, -5.864537111220448e-02, 0.000000000000000e+00, 0.000000000000000e+00
359, 9.914853571674017e-01, -4.747832750625662e-03, 1.110937938576128e+04, -2.510685586455072e-02, 0.000000000000000e+00, 0.000000000000000e+00
394, 9.884321728242919e-01, -6.092220607805053e-03, 1.111221812756814e+04, 2.014997286236346e-03, 0.000000000000000e+00, 0.000000000000000e+00
395, 9.849038280601278e-01, -7.645991684110785e-03, 1.111362875744105e+04, 1.549241047356292e-02, 0.000000000000000e+00, 0.000000000000000e+00
396, 9.809288756219902e-01, -9.396493349352534e-03, 1.111401575238160e+04, 1.918983019745541e-02, 0.000000000000000e+00, 0.000000000000000e+00
470, 9.764883938926089e-01, -1.135187346729711e-02, 1.111364590930893e+04, 1.565628252447500e-02, 0.000000000000000e+00, 0.000000000000000e+00
471, 9.716109697805432e-01, -1.349922181044633e-02, 1.111261738414587e+04, 5.829566911559799e-03, 0.000000000000000e+00, 0.000000000000000e+00
516, 9.662775255275239e-01, -1.584644201712673e-02, 1.111107945590121e+04, -8.864077965611630e-03, 0.000000000000000e+00, 0.000000000000000e+00
521, 9.605069335344338e-01, -1.838452048322192e-02, 1.110913232550214e+04, -2.746731430836140e-02, 0.000000000000000e+00, 0.000000000000000e+00
537, 9.542990465612926e-01, -2.111256709963092e-02, 1.110682827785000e+04, -4.948060270353894e-02, 0.000000000000000e+00, 0.000000000000000e+00
469, 9.922119222715451e-01, -2.878874190215523e-03, 1.117823102911674e+04, 6.327142097095667e-01, 0.000000000000000e+00, 0.000000000000000e+00
393, 9.948726051760148e-01, -1.892805925729301e-03, 1.115009224265846e+04, 3.638711496190050e-01, 0.000000000000000e+00, 0.000000000000000e+00
325, 9.970564384455434e-01, -1.085277745495827e-03, 1.126223830526033e+04, 1.435334934729341e+00, 0.000000000000000e+00, 0.000000000000000e+00
259, 9.987533013274225e-01, -4.591654735421370e-04, 1.093002416503150e+04, -1.738699105328264e+00, 0.000000000000000e+00, 0.000000000000000e+00
