"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"
93, 1.909852625498434e+01, -4.054036903536998e+02, -4.720840893212928e+00, -1.123002670326979e+01, 4.729111618043656e-03, 1.000000000000000e+00, -1.000000000000000e-03
70, -9.724730509458412e+01, -3.016076885530408e+02, -1.169168819123332e+01, -3.650361502169643e+00, 6.140074948580392e-03, 9.997621355856203e-01, -1.104661405578656e-03
108, 1.722415051242814e+01, -2.534318747801821e+02, -1.174274185662206e+01, -4.080253541569992e+00, 3.148232646008203e-03, 9.990485012488061e-01, -1.418664944874762e-03
168, -3.584303706787685e-01, -1.452755682177846e+02, -1.265904061517139e+01, -4.604531664879757e+00, 2.724873385831148e-03, 9.978686702132833e-01, -1.937720484070766e-03
226, 5.761664253263175e-01, -6.803105713597790e+01, -1.258017792897440e+01, -4.731579871257660e+00, 2.277638304030940e-03, 9.962132437955421e-01, -2.665584672950867e-03
290, 3.660652335005971e-01, -1.121615509032922e+01, -1.222042949963402e+01, -4.591773166131106e+00, 2.001735181406866e-03, 9.940822606931574e-01, -3.601272110521197e-03
359, 5.615251506293394e-01, 2.871012965806390e+01, -1.167271982446419e+01, -4.346167639486408e+00, 1.772071828735914e-03, 9.914853571674017e-01, -4.738798332476807e-03
394, 5.940863998703515e-01, 5.690315120480386e+01, -1.108934809837198e+01, -4.072056039089341e+00, 1.589157384902599e-03, 9.884321728242919e-01, -6.071492266230218e-03
395, 6.189823984815859e-01, 7.647198694456318e+01, -1.051105416118361e+01, -3.796586355011164e+00, 1.439214206489758e-03, 9.849038280601278e-01, -7.604840562513813e-03
396, 6.017323215726552e-01, 9.038619698301142e+01, -9.973528135553508e+00, -3.536020900927584e+00, 1.314367353231336e-03, 9.809288756219902e-01, -9.324216892488045e-03
470, 5.708634934041730e-01, 1.003776297870186e+02, -9.481371160460125e+00, -3.302318869851816e+00, 1.208672948975567e-03, 9.764883938926089e-01, -1.123699603701911e-02
471, 5.350214841437563e-01, 1.077353561134850e+02, -9.036374023228733e+00, -3.095254405800950e+00, 1.118117450906023e-03, 9.716109697805432e-01, -1.333195472149312e-02
516, 4.821987845906034e-01, 1.134303619645320e+02, -8.640142379746177e+00, -2.917223688889240e+00, 1.040159191049811e-03, 9.662775255275239e-01, -1.562007190902446e-02
521, 4.429497360183171e-01, 1.179196577010959e+02, -8.286492817092764e+00, -2.762375044736044e+00, 9.733881031625351e-04, 9.605069335344338e-01, -1.809674429941591e-02
537, 3.956626951449977e-01, 1.217632367554699e+02, -7.976907526178876e+00, -2.628897351679190e+00, 9.158746630010035e-04, 9.542990465612926e-01, -2.076492248812486e-02
469, -1.948603682231982e+00, -1.317064491975157e+01, 4.151355804994900e-01, 9.915392403818366e-01, -1.156558379761208e-03, 9.922119222715451e-01, -2.865695689061893e-03
393, 6.890347494192646e-04, -2.144133530535302e+00, 6.288550942949994e-01, 1.040058081589891e+00, -1.429312356677029e-03, 9.948726051760148e-01, -1.888769935904102e-03
325, -2.652339806074504e+00, 1.441787786112385e+01, 7.835488707856737e-01, 1.167948628170366e+00, -1.735197870395241e-03, 9.970564384455434e-01, -1.084474019470472e-03
259, -1.551532904575341e+01, 3.927090585973382e+01, 2.672574733123584e-01, 1.057455807292079e+00, -2.499680565835818e-03, 9.987533013274225e-01, -4.591022282699657e-04
196, -1.648079248902485e+04, -1.792356038333156e+01, 1.457144820224928e+00, 1.692036273249612e+00, -6.083992966920177e-03, 9.999628926939207e-01, -1.365583219984906e-05
135, -1.046958739746998e+04, -1.894518216519480e+03, -8.846287479385420e+00, 5.087928357861704e+00, -4.520696366577490e-03, 1.000000000000000e+00, 0.000000000000000e+00
538, 3.507703417474478e-01, 1.251546161774075e+02, -7.705458302368372e+00, -2.511665291906990e+00, 8.670360483994134e-04, 9.476630050780430e-01, -2.362181294299465e-02
541, 3.151593101087191e-01, 1.282438045238633e+02, -7.469594414726971e+00, -2.402522675656829e+00, 8.263523348068236e-04, 9.406073032709968e-01, -2.666103699042147e-02
544, 2.653232373476425e-01, 1.312137233011653e+02, -7.266806366553865e+00, -2.301684126639278e+00, 7.919961446914986e-04, 9.331391429429394e-01, -2.987156465670846e-02
545, 2.466981619472749e-01, 1.338618874084621e+02, -7.088976424658952e+00, -2.199880740056624e+00, 7.644191508446573e-04, 9.252458505652166e-01, -3.324794351106005e-02
550, 2.007229034094700e-01, 1.365451803099573e+02, -6.939624618885293e+00, -2.104040174029990e+00, 7.403649525428201e-04, 9.169519941343894e-01, -3.676664037411406e-02
551, 1.776361298465357e-01, 1.388914052012422e+02, -6.809126939352180e+00, -2.006563488710560e+00, 7.223420980534753e-04, 9.082431930377265e-01, -4.041894739160238e-02
552, 1.538435429377235e-01, 1.409914126831779e+02, -6.700717049351018e+00, -1.911038596129408e+00, 7.079663525776315e-04, 8.991326220984526e-01, -4.418266271354094e-02
553, 1.534915312632997e-01, 1.425317104426201e+02, -6.608174276519234e+00, -1.820118659163735e+00, 6.971964400073133e-04, 8.896241310836983e-01, -4.804054744655396e-02
556, 1.931500030946944e-01, 1.434248049044156e+02, -6.530906699051153e+00, -1.732469200193399e+00, 6.879905233502712e-04, 8.797148393122844e-01, -5.198600648611273e-02
557, 2.039431436725171e-01, 1.441357753351912e+02, -6.475813954648419e+00, -1.656979542167575e+00, 6.792168621291216e-04, 8.694219966988325e-01, -5.600626189337733e-02
558, 2.427092764865206e-01, 1.442948226702028e+02, -6.434968822306824e+00, -1.581073711568217e+00, 6.735061312813761e-04, 8.587630404630028e-01, -6.008891017100312e-02
567, 2.387497632022659e-01, 1.451854875220371e+02, -6.446106527762534e+00, -1.529981531747622e+00, 6.710958135421980e-04, 8.477169457374284e-01, -6.423621257246763e-02
570, 2.715139370356749e-01, 1.455390873086559e+02, -6.471862582946527e+00, -1.485946091773673e+00, 6.728267654951232e-04, 8.363209362807044e-01, -6.842843473258566e-02
571, 2.246632239986270e-01, 1.466613577190299e+02, -6.524105870664009e+00, -1.455158126174683e+00, 6.767768694369392e-04, 8.245835781897208e-01, -7.265709882167871e-02
572, 2.073267532618069e-01, 1.479403968976069e+02, -6.577562767722714e+00, -1.423883959735418e+00, 6.838994629245170e-04, 8.124941550296225e-01, -7.692069843230691e-02
573, 1.774756295372679e-01, 1.500537458925831e+02, -6.642611573754429e+00, -1.393366299966902e+00, 6.920338940345559e-04, 8.000811995613997e-01, -8.120405294284785e-02
578, 1.430861494499228e-01, 1.526993617095264e+02, -6.709602750680562e+00, -1.365602923009849e+00, 7.008563150038837e-04, 7.873537456814902e-01, -8.549858942384138e-02
