"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	1.002196923922618e+00	-1.303961853836310e-03	-2.617887092547919e+01	1.288678193248986e+00	1.122782226645074e+00	-1.444825680344228e-04	0.000000000000000e+00	0.000000000000000e+00	
1	1.002613901734058e+00	-9.191418789071448e-04	-2.242508754133944e+01	1.124050818668600e+00	1.099022887519952e+00	-1.430590881027561e-04	0.000000000000000e+00	0.000000000000000e+00	
2	1.002286437430666e+00	-1.615391662125669e-03	-2.701677206859368e+01	1.397231517012913e+00	1.068025865516405e+00	-1.430340123090930e-04	0.000000000000000e+00	0.000000000000000e+00	
3	1.001800536794385e+00	-1.543263635095692e-03	-3.014638200998279e+01	1.441843722039713e+00	1.098538748713011e+00	-1.410272887314377e-04	0.000000000000000e+00	0.000000000000000e+00	
4	1.002461225823190e+00	-2.008363898852295e-03	-2.604810148464015e+01	1.433375151016991e+00	9.838106964197160e-01	-1.394185175942452e-04	0.000000000000000e+00	0.000000000000000e+00	
5	1.002671361620653e+00	-2.505205894032113e-03	-2.508954368326090e+01	1.452332145710555e+00	8.725529311170299e-01	-1.335945901599527e-04	0.000000000000000e+00	0.000000000000000e+00	
6	1.002756093178959e+00	-1.466610453911013e-03	-2.379970218809733e+01	1.284519194003199e+00	1.034117726115431e+00	-1.405409359439208e-04	0.000000000000000e+00	0.000000000000000e+00	
7	1.003177291731969e+00	-1.055089031692166e-03	-2.121239155435122e+01	1.145733564177492e+00	1.010474270015874e+00	-1.309533347680985e-04	0.000000000000000e+00	0.000000000000000e+00	
8	1.003061445558065e+00	-2.012884255097474e-03	-2.329847487768154e+01	1.345698210112094e+00	9.075448054538213e-01	-1.334892551244087e-04	0.000000000000000e+00	0.000000000000000e+00	
9	1.003130647244463e+00	-6.577361737087477e-04	-1.998686531129009e+01	1.027072320636396e+00	1.031301609722905e+00	-1.458874227857619e-04	0.000000000000000e+00	0.000000000000000e+00	
10	1.002159506594861e+00	-9.613634186464342e-04	-2.533973054097556e+01	1.166667855181485e+00	1.164416132657420e+00	-1.502482015806471e-04	0.000000000000000e+00	0.000000000000000e+00	
11	1.001763534645531e+00	-1.164307456585381e-03	-2.929012454534843e+01	1.292145289020964e+00	1.157169658957312e+00	-1.452323703239717e-04	0.000000000000000e+00	0.000000000000000e+00	
12	1.002644379060107e+00	-3.624895061335944e-04	-1.965358308258743e+01	9.023628693000834e-01	1.095522208562163e+00	-1.475222143394032e-04	0.000000000000000e+00	0.000000000000000e+00	
13	1.002146874023596e+00	-6.219993506422269e-04	-2.281736476078634e+01	1.008423038863331e+00	1.166994849528121e+00	-1.504102427684034e-04	0.000000000000000e+00	0.000000000000000e+00	
14	1.001394333677452e+00	-1.367811853015223e-03	-3.519837680176639e+01	1.442206004374827e+00	1.082754657298392e+00	-1.514480163976445e-04	0.000000000000000e+00	0.000000000000000e+00	
15	1.001934618647188e+00	-1.962425862468887e-03	-2.968930781251703e+01	1.526352515003238e+00	1.025907734811102e+00	-1.355514901389457e-04	0.000000000000000e+00	0.000000000000000e+00	
16	1.001492387272005e+00	-1.786170607205620e-03	-3.439638924742584e+01	1.585140463126810e+00	1.007804571680536e+00	-1.405478098960718e-04	0.000000000000000e+00	0.000000000000000e+00	
17	1.002104050737725e+00	-2.398520772050021e-03	-2.831947658937966e+01	1.554031194747226e+00	9.267595354807245e-01	-1.348449926569427e-04	0.000000000000000e+00	0.000000000000000e+00	
18	1.002280483128994e+00	-2.888297086363430e-03	-2.686363522166463e+01	1.540023996084713e+00	8.273770862908908e-01	-1.290981742407049e-04	0.000000000000000e+00	0.000000000000000e+00	
19	1.002897072399491e+00	-3.026308042953996e-03	-2.408060507822822e+01	1.430354585430952e+00	7.596414836214520e-01	-1.239261128461402e-04	0.000000000000000e+00	0.000000000000000e+00	
20	1.003315617253622e+00	-2.571362247483478e-03	-2.284030911101763e+01	1.354082883815819e+00	7.971462753294853e-01	-1.242197456313471e-04	0.000000000000000e+00	0.000000000000000e+00	
21	1.003363415724781e+00	-1.556496963736663e-03	-2.143328840984178e+01	1.221535548374836e+00	9.264432068888312e-01	-1.382395711704571e-04	0.000000000000000e+00	0.000000000000000e+00	
22	1.003713437113175e+00	-7.819559202442627e-04	-1.916593833705790e+01	1.058793127628916e+00	9.229579480669068e-01	-1.342610578952301e-04	0.000000000000000e+00	0.000000000000000e+00	
23	1.003716462037797e+00	-2.073041522562692e-03	-2.139638889394136e+01	1.264343329602040e+00	8.153919158355056e-01	-1.242998668355408e-04	0.000000000000000e+00	0.000000000000000e+00	
24	1.003189538104226e+00	-1.355215171804091e-04	-1.807956070607848e+01	8.853938598226861e-01	9.953329501055875e-01	-1.380333868227680e-04	0.000000000000000e+00	0.000000000000000e+00	
25	1.002807627277992e+00	2.138130612244964e-04	-1.698855295773334e+01	7.104392958264332e-01	1.009126520935264e+00	-1.516722514272815e-04	0.000000000000000e+00	0.000000000000000e+00	
26	1.001748297426972e+00	-8.179148519030992e-04	-2.686758965685113e+01	1.100361154260718e+00	1.184865832329315e+00	-1.512828867503542e-04	0.000000000000000e+00	0.000000000000000e+00	
27	1.001384408349434e+00	-1.006583811699198e-03	-3.338287385085511e+01	1.241257631269615e+00	1.135654160252284e+00	-1.483191200840187e-04	0.000000000000000e+00	0.000000000000000e+00	
28	1.002354657537706e+00	5.669982585257186e-04	-1.590842475990962e+01	5.099809405684130e-01	9.750255642621177e-01	-1.617431558461197e-04	0.000000000000000e+00	0.000000000000000e+00	
29	1.002272272318143e+00	7.887910883626174e-05	-1.793135349849481e+01	6.901766115879042e-01	1.081125962535846e+00	-1.578315283498963e-04	0.000000000000000e+00	0.000000000000000e+00	
