TITLE = "SU2 Simulation"
VARIABLES = "Iteration","Sens_Geo","Sens_Mach","Sens_AoA","Sens_Press","Sens_Temp","Sens_AoS","Res_AdjFlow[0]","Res_AdjFlow[1]","Res_AdjFlow[2]","Res_AdjFlow[3]","Res_AdjFlow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, 0.00000000e+00, -3.67468234e-26, 1.07078683e-26, -2.69247214e-30, -2.13014658e-29, 0.0, 1.70539662e-01, -1.40248534e+00, -1.95690096e+00, -3.07620255e+00, 0.0, 5.0000000000, 2.0000000000, 0.0175293961
           1, 0.00000000e+00, -1.32429644e-24, 3.85110485e-25, -9.23947579e-29, -7.67678258e-28, 0.0, 9.52650664e-02, -1.18097150e+00, -5.96225815e-01, -3.15319574e+00, 0.0, 5.0000000000, 2.0000000000, 0.0240625156
           2, 0.00000000e+00, -2.44616017e-23, 6.93125505e-24, -1.66474140e-27, -1.41802873e-26, 0.0, 1.53644953e-02, -1.02711431e+00, -3.91828434e-01, -3.26673527e+00, 0.0, 5.0000000000, 2.0000000000, 0.0267307623
           3, 0.00000000e+00, -3.06977505e-22, 8.53000820e-23, -2.06223928e-26, -1.77955243e-25, 0.0, -4.98839381e-03, -9.78588391e-01, -3.36142316e-01, -3.35470551e+00, 0.0, 5.0000000000, 2.0000000000, 0.0279732356
           4, 0.00000000e+00, -2.96063815e-21, 8.10630924e-22, -1.97336424e-25, -1.71629717e-24, 0.0, 4.69892538e-02, -9.87323266e-01, -3.50820836e-01, -3.35891019e+00, 0.0, 5.0000000000, 2.0000000000, 0.0335949346
           5, 0.00000000e+00, -2.34512562e-20, 6.34413727e-21, -1.55438078e-24, -1.35948859e-23, 0.0, 1.16598083e-01, -1.02117525e+00, -3.99615183e-01, -3.32849793e+00, 0.0, 5.0000000000, 2.0000000000, 0.0366666958
           6, 0.00000000e+00, -1.58924654e-19, 4.25461458e-20, -1.04860071e-23, -9.21303396e-23, 0.0, 1.75194031e-01, -1.05019838e+00, -4.45963431e-01, -3.31745206e+00, 0.0, 5.0000000000, 2.0000000000, 0.0398745913
           7, 0.00000000e+00, -9.47110763e-19, 2.51183476e-19, -6.22410711e-23, -5.49052514e-22, 0.0, 2.22128614e-01, -1.05654909e+00, -4.61878400e-01, -3.33441759e+00, 0.0, 5.0000000000, 2.0000000000, 0.0439930382
           8, 0.00000000e+00, -5.06236074e-18, 1.33108113e-18, -3.31445369e-22, -2.93472728e-21, 0.0, 2.63956929e-01, -1.04599945e+00, -4.54171859e-01, -3.36742858e+00, 0.0, 5.0000000000, 2.0000000000, 0.0506621217
