"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
0	1.002198708156028e+00	-1.282514489768029e-03	1.872419971750948e+01	-6.769606840291224e+00	-1.889288785621081e+01	1.901397039595342e-03	0.000000000000000e+00	0.000000000000000e+00	
1	1.002611018249458e+00	-8.932373748929906e-04	3.465546191089520e+01	-5.050322189898910e+00	-1.858468379464476e+01	1.658267179380791e-03	0.000000000000000e+00	0.000000000000000e+00	
2	1.002291477145970e+00	-1.592869869462009e-03	2.661662075047137e+01	-8.215632541842577e+00	-1.845358578862963e+01	1.903449385834001e-03	0.000000000000000e+00	0.000000000000000e+00	
3	1.001805011121819e+00	-1.525938364182301e-03	-3.165894536096081e+00	-8.560429990656067e+00	-1.873347039656288e+01	2.081691568254478e-03	0.000000000000000e+00	0.000000000000000e+00	
4	1.002470452896099e+00	-1.983985804163974e-03	4.439007542094853e+01	-9.012646089674446e+00	-1.771260520829426e+01	1.820331507962908e-03	0.000000000000000e+00	0.000000000000000e+00	
5	1.002686080985532e+00	-2.478811347923343e-03	6.253969356045194e+01	-9.793306572027518e+00	-1.671866554317947e+01	1.690946681751207e-03	0.000000000000000e+00	0.000000000000000e+00	
6	1.002759307830878e+00	-1.438835209459543e-03	4.840588390979147e+01	-7.032040804845508e+00	-1.817982660588722e+01	1.715587760127585e-03	0.000000000000000e+00	0.000000000000000e+00	
7	1.003175426222859e+00	-1.022347348684288e-03	5.273062285556988e+01	-5.486161657284326e+00	-1.777567458560975e+01	1.503989070689800e-03	0.000000000000000e+00	0.000000000000000e+00	
8	1.003070838272717e+00	-1.981655344271377e-03	6.517537119951277e+01	-8.227921710335636e+00	-1.707272111081732e+01	1.605767799725788e-03	0.000000000000000e+00	0.000000000000000e+00	
9	1.003124001298349e+00	-6.257719669505403e-04	4.821188876609850e+01	-4.071278321522477e+00	-1.780952450057379e+01	1.660005923489694e-03	0.000000000000000e+00	0.000000000000000e+00	
10	1.002157677191926e+00	-9.405711373874597e-04	9.106343439543217e+00	-5.178342628773493e+00	-1.916877738339551e+01	2.017048411561963e-03	0.000000000000000e+00	0.000000000000000e+00	
11	1.001764302027105e+00	-1.147576562364959e-03	-1.445440769019057e+01	-6.683427170925781e+00	-1.928635052497259e+01	2.051101726054487e-03	0.000000000000000e+00	0.000000000000000e+00	
12	1.002634920001156e+00	-3.367396366753189e-04	3.378679354633014e+01	-2.806454006498365e+00	-1.825943796360134e+01	1.534703810051828e-03	0.000000000000000e+00	0.000000000000000e+00	
13	1.002141390378987e+00	-6.017334626804813e-04	1.340999955082226e+01	-3.494633517191037e+00	-1.907093587198919e+01	1.945600392618470e-03	0.000000000000000e+00	0.000000000000000e+00	
14	1.001397368123266e+00	-1.354641506707144e-03	-5.266124113577283e+01	-8.354742177114831e+00	-1.851386153990992e+01	2.530909233615936e-03	0.000000000000000e+00	0.000000000000000e+00	
15	1.001943252837712e+00	-1.943705357956286e-03	1.489825636420614e+01	-9.895145067018424e+00	-1.800899463648286e+01	1.982577247150317e-03	0.000000000000000e+00	0.000000000000000e+00	
16	1.001499246181984e+00	-1.771922444912274e-03	-3.005100625902473e+01	-1.039181327810140e+01	-1.775653163745885e+01	2.337361465549356e-03	0.000000000000000e+00	0.000000000000000e+00	
17	1.002117207788181e+00	-2.378238005626925e-03	3.583527218826539e+01	-1.077000942233614e+01	-1.703937663300676e+01	1.905434602126013e-03	0.000000000000000e+00	0.000000000000000e+00	
