TITLE = "SU2 Simulation"
VARIABLES = "Iteration","Sens_Geo","Sens_Mach","Sens_AoA","Sens_Press","Sens_Temp","Sens_AoS","Res_AdjFlow[0]","Res_AdjFlow[1]","Res_AdjFlow[2]","Res_AdjFlow[3]","Res_AdjFlow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, 0.00000000e+00, 4.85382143e-27, -2.66497959e-27, -2.74502251e-31, 2.81253765e-30, 0.0, -1.79196483e-01, -1.82709841e+00, -2.07797042e+00, -3.47130946e+00, 0.0, 5.0000000000, 2.0000000000, 0.0101261236
           1, 0.00000000e+00, 1.72238351e-25, -9.69020900e-26, -1.20061624e-29, 9.98023269e-29, 0.0, -2.03177376e-01, -1.39863461e+00, -1.00682019e+00, -3.55266402e+00, 0.0, 5.0000000000, 2.0000000000, 0.0146159976
           2, 0.00000000e+00, 3.15049356e-24, -1.74531963e-24, -2.25746314e-28, 1.82556321e-27, 0.0, -2.06040088e-01, -1.23270946e+00, -8.05033222e-01, -3.66751284e+00, 0.0, 5.0000000000, 2.0000000000, 0.0280598198
           3, 0.00000000e+00, 3.91188842e-23, -2.14581199e-23, -2.81927118e-27, 2.26677761e-26, 0.0, -1.68917298e-01, -1.18807950e+00, -7.51909498e-01, -3.75280980e+00, 0.0, 5.0000000000, 2.0000000000, 0.0312831564
           4, 0.00000000e+00, 3.72724185e-22, -2.03708069e-22, -2.69975525e-26, 2.15978953e-25, 0.0, -1.04501309e-01, -1.20156006e+00, -7.67684138e-01, -3.75741538e+00, 0.0, 5.0000000000, 2.0000000000, 0.0426604550
           5, 0.00000000e+00, 2.91448763e-21, -1.59301955e-21, -2.12559916e-25, 1.68882985e-24, 0.0, -3.71014462e-02, -1.23707892e+00, -8.15319855e-01, -3.73135778e+00, 0.0, 5.0000000000, 2.0000000000, 0.0481368948
           6, 0.00000000e+00, 1.94959180e-20, -1.06785576e-20, -1.43373976e-24, 1.12970838e-23, 0.0, 2.14442273e-02, -1.26355316e+00, -8.59242609e-01, -3.72384929e+00, 0.0, 5.0000000000, 2.0000000000, 0.0491702592
           7, 0.00000000e+00, 1.14720506e-19, -6.30339441e-20, -8.51379770e-24, 6.64755971e-23, 0.0, 6.99418582e-02, -1.26661480e+00, -8.74664259e-01, -3.74177228e+00, 0.0, 5.0000000000, 2.0000000000, 0.0500350066
           8, 0.00000000e+00, 6.05761931e-19, -3.34062937e-19, -4.53814758e-23, 3.51011597e-22, 0.0, 1.11162504e-01, -1.25541982e+00, -8.68857356e-01, -3.77299163e+00, 0.0, 5.0000000000, 2.0000000000, 0.0519527781
           9, 0.00000000e+00, 2.91335336e-18, -1.61292905e-18, -2.20325065e-22, 1.68814921e-21, 0.0, 1.48229565e-01, -1.24351998e+00, -8.62362672e-01, -3.79906407e+00, 0.0, 5.0000000000, 2.0000000000, 0.0528895839
          10, 0.00000000e+00, 1.29099293e-17, -7.17582443e-18, -9.85369060e-22, 7.48065555e-21, 0.0, 1.83268724e-01, -1.23565749e+00, -8.64491828e-01, -3.80813361e+00, 0.0, 5.0000000000, 2.0000000000, 0.0539310756
          11, 0.00000000e+00, 5.31963689e-17, -2.96853476e-17, -4.09652290e-21, 3.08244900e-20, 0.0, 2.17275320e-01, -1.22970604e+00, -8.72809077e-01, -3.80384035e+00, 0.0, 5.0000000000, 2.0000000000, 0.0549541322
          12, 0.00000000e+00, 2.05358276e-16, -1.15038798e-16, -1.59486632e-20, 1.18993779e-19, 0.0, 2.50510915e-01, -1.22200492e+00, -8.80309692e-01, -3.79701367e+00, 0.0, 5.0000000000, 2.0000000000, 0.0572023631
          13, 0.00000000e+00, 7.47311920e-16, -4.20193638e-16, -5.85051722e-20, 4.33024156e-19, 0.0, 2.82928755e-01, -1.21079510e+00, -8.82114472e-01, -3.79428928e+00, 0.0, 5.0000000000, 2.0000000000, 0.0586234316
          14, 0.00000000e+00, 2.57697544e-15, -1.45414162e-15, -2.03271026e-19, 1.49320249e-18, 0.0, 3.14409583e-01, -1.19669777e+00, -8.78661803e-01, -3.79613394e+00, 0.0, 5.0000000000, 2.0000000000, 0.0686053904
          15, 0.00000000e+00, 8.45786458e-15, -4.78887194e-15, -6.71875031e-19, 4.90080500e-18, 0.0, 3.44831220e-01, -1.18128331e+00, -8.73651862e-01, -3.79979990e+00, 0.0, 5.0000000000, 2.0000000000, 0.0706597868
          16, 0.00000000e+00, 2.65221487e-14, -1.50653976e-14, -2.12075130e-18, 1.53678717e-17, 0.0, 3.74071227e-01, -1.16572651e+00, -8.70246167e-01, -3.80253777e+00, 0.0, 5.0000000000, 2.0000000000, 0.0722802676
          17, 0.00000000e+00, 7.97197264e-14, -4.54231132e-14, -6.41416744e-18, 4.61922576e-17, 0.0, 4.02007068e-01, -1.15045069e+00, -8.69370518e-01, -3.80338588e+00, 0.0, 5.0000000000, 2.0000000000, 0.0742083153
