"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
93, 1.000000000000000e+00, -1.000000000000000e-03, 9.730536884379080e+03, -1.319881774080990e+01, 0.000000000000000e+00, 0.000000000000000e+00
70, 9.997621355856203e-01, -1.104660292889509e-03, 1.123120500797085e+04, 1.138837194132941e+00, 0.000000000000000e+00, 0.000000000000000e+00
108, 9.990485012488061e-01, -1.418594618382780e-03, 1.098234574836366e+04, -1.238809225831881e+00, 0.000000000000000e+00, 0.000000000000000e+00
168, 9.978686702132833e-01, -1.936947687136753e-03, 1.108897636839050e+04, -2.200409776034581e-01, 0.000000000000000e+00, 0.000000000000000e+00
226, 9.962132437955421e-01, -2.661398763312868e-03, 1.108526200203587e+04, -2.555287062073916e-01, 0.000000000000000e+00, 0.000000000000000e+00
290, 9.940822606931574e-01, -3.586075577100186e-03, 1.109746785671091e+04, -1.389117608844899e-01, 0.000000000000000e+00, 0.000000000000000e+00
359, 9.914853571674017e-01, -4.696509558434089e-03, 1.110092695019945e+04, -1.058629554579679e-01, 0.000000000000000e+00, 0.000000000000000e+00
394, 9.884321728242919e-01, -5.974464613428127e-03, 1.110338275055512e+04, -8.239979425984952e-02, 0.000000000000000e+00, 0.000000000000000e+00
395, 9.849038280601278e-01, -7.412212036545004e-03, 1.110458825552941e+04, -7.088218148988611e-02, 0.000000000000000e+00, 0.000000000000000e+00
396, 9.809288756219902e-01, -8.985882888764082e-03, 1.110539708620135e+04, -6.315446681884170e-02, 0.000000000000000e+00, 0.000000000000000e+00
470, 9.764883938926089e-01, -1.069922785227838e-02, 1.110603344030920e+04, -5.707462446639137e-02, 0.000000000000000e+00, 0.000000000000000e+00
471, 9.716109697805432e-01, -1.254891582542926e-02, 1.110650210021820e+04, -5.259696284919118e-02, 0.000000000000000e+00, 0.000000000000000e+00
516, 9.662775255275239e-01, -1.456032191506926e-02, 1.110667109724810e+04, -5.098233463021076e-02, 0.000000000000000e+00, 0.000000000000000e+00
521, 9.605069335344338e-01, -1.674950028004376e-02, 1.110637911886921e+04, -5.377194892209923e-02, 0.000000000000000e+00, 0.000000000000000e+00
537, 9.542990465612926e-01, -1.913741220033808e-02, 1.110550953348280e+04, -6.208012513432405e-02, 0.000000000000000e+00, 0.000000000000000e+00
469, 9.922119222715451e-01, -2.800070719440317e-03, 1.118575787919999e+04, 7.046270980719130e-01, 0.000000000000000e+00, 0.000000000000000e+00
393, 9.948726051760148e-01, -1.868672155814233e-03, 1.115854881497983e+04, 4.446667725619240e-01, 0.000000000000000e+00, 0.000000000000000e+00
325, 9.970564384455434e-01, -1.080471784297956e-03, 1.126709139165284e+04, 1.481702200730006e+00, 0.000000000000000e+00, 0.000000000000000e+00
