"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
93, 1.000000000000000e+00, -1.000000000000000e-03, 9.738333600820204e+03, -1.312432650040768e+01, 0.000000000000000e+00, 0.000000000000000e+00
70, 9.997621355856203e-01, -1.104656002646802e-03, 1.123950608838731e+04, 1.218147219265934e+00, 0.000000000000000e+00, 0.000000000000000e+00
108, 9.990485012488061e-01, -1.418323462927025e-03, 1.098770505555886e+04, -1.187605434635733e+00, 0.000000000000000e+00, 0.000000000000000e+00
168, 9.978686702132833e-01, -1.933968148906018e-03, 1.109241314270188e+04, -1.872054136361711e-01, 0.000000000000000e+00, 0.000000000000000e+00
226, 9.962132437955421e-01, -2.645260828751149e-03, 1.108660243346568e+04, -2.427219816542223e-01, 0.000000000000000e+00, 0.000000000000000e+00
290, 9.940822606931574e-01, -3.527493568138892e-03, 1.109723352483920e+04, -1.411506100104380e-01, 0.000000000000000e+00, 0.000000000000000e+00
359, 9.914853571674017e-01, -4.533508817892904e-03, 1.109944528947233e+04, -1.200190102859097e-01, 0.000000000000000e+00, 0.000000000000000e+00
394, 9.884321728242919e-01, -5.600540913538716e-03, 1.110140173433286e+04, -1.013267818920540e-01, 0.000000000000000e+00, 0.000000000000000e+00
395, 9.849038280601278e-01, -6.670043671296563e-03, 1.110331883571925e+04, -8.301044817288793e-02, 0.000000000000000e+00, 0.000000000000000e+00
396, 9.809288756219902e-01, -7.682757050172979e-03, 1.110641105737237e+04, -5.346680268073822e-02, 0.000000000000000e+00, 0.000000000000000e+00
470, 9.764883938926089e-01, -8.628851730075302e-03, 1.111053603718317e+04, -1.405599877870309e-02, 0.000000000000000e+00, 0.000000000000000e+00
471, 9.716109697805432e-01, -9.535937180180930e-03, 1.111504855632230e+04, 2.905742602657779e-02, 0.000000000000000e+00, 0.000000000000000e+00
516, 9.662775255275239e-01, -1.048551019763594e-02, 1.111906119652670e+04, 6.739491699091667e-02, 0.000000000000000e+00, 0.000000000000000e+00
521, 9.605069335344338e-01, -1.157384831639136e-02, 1.112199644229263e+04, 9.543878643784755e-02, 0.000000000000000e+00, 0.000000000000000e+00
537, 9.542990465612926e-01, -1.289182339955464e-02, 1.112364959011965e+04, 1.112332600644151e-01, 0.000000000000000e+00, 0.000000000000000e+00
469, 9.922119222715451e-01, -2.530676341591525e-03, 1.120400879243200e+04, 8.789996272503413e-01, 0.000000000000000e+00, 0.000000000000000e+00
393, 9.948726051760148e-01, -1.786170513884445e-03, 1.118054845064198e+04, 6.548552745096117e-01, 0.000000000000000e+00, 0.000000000000000e+00
325, 9.970564384455434e-01, -1.064042684917595e-03, 1.127802892458279e+04, 1.586201370482375e+00, 0.000000000000000e+00, 0.000000000000000e+00
259, 9.987533013274225e-01, -4.574944994855650e-04, 1.096049785151151e+04, -1.447547987717861e+00, 0.000000000000000e+00, 0.000000000000000e+00
196, 9.999628926939207e-01, -1.365578884646945e-05, 1.486541329007602e+04, 3.586072106131480e+01, 0.000000000000000e+00, 0.000000000000000e+00
