"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"	"<greek>m</greek>"	"C<sub>f</sub>_x"	"C<sub>f</sub>_y"	"h"	"y<sup>+</sup>"
0	1.002196921800153e+00	-1.304083819541811e-03	1.291002601252621e-01	5.979167169097341e-01	1.963730345313517e+00	2.781859690770450e+04	1.112091090439991e+04	3.000845176854533e+02	8.506736088413457e-02	4.578636601076173e-02	1.846316139043061e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
1	1.002613927042600e+00	-9.192875812699187e-04	1.290580176008067e-01	3.911312361276192e-01	1.630971185943954e+00	2.780777817067552e+04	1.111875191004427e+04	3.001244626590495e+02	6.443993794434276e-02	3.742003965633681e-02	1.846505116024430e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
2	1.002286417502294e+00	-1.615520567203470e-03	1.289483600530999e-01	7.741394053961899e-01	1.929968294645468e+00	2.778608678659474e+04	1.110772804626996e+04	3.000818719528177e+02	-4.088405232443254e-02	4.643674617726986e-02	1.846303621827705e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
3	1.001800518365176e+00	-1.543363309886201e-03	1.289079193719254e-01	7.248027414116838e-01	2.473507631547146e+00	2.777986425628936e+04	1.110163822249489e+04	3.000114410930841e+02	-9.906733117800946e-02	5.758424802538098e-02	1.845970386911632e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
4	1.002461183219125e+00	-2.008504329043906e-03	1.289587378369811e-01	9.651677539237625e-01	1.860822152493056e+00	2.778891705901640e+04	1.110875191838939e+04	3.000853815486428e+02	-3.110179273280352e-02	4.680780331647909e-02	1.846320226051195e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
5	1.002671289268256e+00	-2.505359055229401e-03	1.289604938813722e-01	1.251771708410588e+00	1.798162508333379e+00	2.779075322795971e+04	1.110885665341633e+04	3.000841245235426e+02	-3.010113532405397e-02	4.892243766550499e-02	1.846314278959676e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
6	1.002756085000248e+00	-1.466768212101467e-03	1.289011364906388e-01	7.887485456893302e-01	1.661888500805098e+00	2.777474309665324e+04	1.110464670674270e+04	3.001085337010352e+02	-7.032372801604181e-02	4.109322847266050e-02	1.846429758663956e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
7	1.003177313303169e+00	-1.055273319568518e-03	1.289588116495166e-01	6.328155373699580e-01	1.520835285636133e+00	2.778595622189488e+04	1.111017433045428e+04	3.001236339804551e+02	-1.751181035024872e-02	3.677956445429495e-02	1.846501195726140e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
8	1.003061404076510e+00	-2.013062906467843e-03	1.289615169175917e-01	1.048484896846003e+00	1.650231549896808e+00	2.778889713080553e+04	1.110963059583367e+04	3.001026503732972e+02	-2.270674935364212e-02	4.365506786665874e-02	1.846401925086192e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
9	1.003130695341440e+00	-6.579149340458735e-04	1.289319672232660e-01	2.573109561381510e-01	1.478528052937390e+00	2.777915903654414e+04	1.110816990521420e+04	3.001319639380230e+02	-3.666245197672823e-02	3.351530043295388e-02	1.846540602704893e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
10	1.002159524480049e+00	-9.614807123133911e-04	1.288441244064673e-01	3.662199096017694e-01	1.910400711799007e+00	2.776344466670506e+04	1.109950449384603e+04	3.001022960477686e+02	-1.194533609811414e-01	4.347233560255754e-02	1.846400248790483e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
11	1.001763536712148e+00	-1.164402682919252e-03	1.287903664128054e-01	4.779529895708046e-01	2.521827073375421e+00	2.775457870620258e+04	1.109160082465817e+04	3.000137765739294e+02	-1.949664472884497e-01	5.739520988068240e-02	1.845981437561199e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
12	1.002644441199776e+00	-3.626327067702040e-04	1.290672805453527e-01	-5.021348935011997e-01	1.349946039092420e+00	2.780758268169028e+04	1.111981847986689e+04	3.001317106930114e+02	7.463013912232086e-02	3.213180479022545e-02	1.846539404672929e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
13	1.002146912243341e+00	-6.221126995185258e-04	1.290345287636674e-01	-2.528520444302637e-01	1.760059586781313e+00	2.780378850100264e+04	1.111661478358835e+04	3.001213987158316e+02	4.402144487739536e-02	3.967894156520922e-02	1.846490621148840e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
14	1.001394321868178e+00	-1.367887778891447e-03	1.290295883253119e-01	7.267613646988113e-01	3.584808867109299e+00	2.781305393993355e+04	1.110448364001846e+04	2.998053663872262e+02	-7.188169702114920e-02	8.166849726944245e-02	1.844995151150922e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
15	1.001934577566786e+00	-1.962534594954458e-03	1.288927231117792e-01	9.498013736525405e-01	2.273516459791154e+00	2.777652966198414e+04	1.110119162818795e+04	3.000347417768914e+02	-1.033341740383269e-01	5.505123802406630e-02	1.846080635434232e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
16	1.001492354546507e+00	-1.786253819417774e-03	1.289812697105839e-01	9.401740689250563e-01	2.960505391715977e+00	2.779920702222662e+04	1.110472169170532e+04	2.999241081302921e+02	-6.960730810780751e-02	6.936640022118905e-02	1.845557128899875e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
17	1.002103985153609e+00	-2.398639554382072e-03	1.288527712088291e-01	1.251404149250612e+00	2.070357892133289e+00	2.776862848998674e+04	1.109836754922698e+04	3.000514193434987e+02	-1.303159357048759e-01	5.406626048242261e-02	1.846159543738933e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
18	1.002280388832181e+00	-2.888425115039436e-03	1.289135279768705e-01	1.542295591344253e+00	1.914611990021780e+00	2.778299821912839e+04	1.110382181601083e+04	3.000573955941705e+02	-7.820488340721979e-02	5.491963244786152e-02	1.846187819275490e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
19	1.002896967433131e+00	-3.026473632828673e-03	1.289516712920306e-01	1.571633591012925e+00	1.731978021220880e+00	2.779092194363051e+04	1.110788532011413e+04	3.000784151460490e+02	-3.938142954423305e-02	5.222659722876745e-02	1.846287267261740e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
20	1.003315540030508e+00	-2.571556692331142e-03	1.289252956384823e-01	1.338818005954366e+00	1.658002807679384e+00	2.778308383508844e+04	1.110618851321017e+04	3.000939570122917e+02	-5.559302989592892e-02	4.759700265144292e-02	1.846360796967759e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
21	1.003363404842704e+00	-1.556695292461885e-03	1.290212791502150e-01	8.831493221919695e-01	1.516213335257422e+00	2.780006124694147e+04	1.111525186650448e+04	3.001154199501986e+02	3.099988831456066e-02	3.915978665620900e-02	1.846462336649626e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
22	1.003713481640275e+00	-7.821763005279653e-04	1.290549510326960e-01	4.346322246333382e-01	1.427884177756366e+00	2.780525180143510e+04	1.111864830223914e+04	3.001287974190656e+02	6.345005021686362e-02	3.330095550828851e-02	1.846525622745900e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
23	1.003716417686354e+00	-2.073263947819223e-03	1.289589076154585e-01	1.160826672560972e+00	1.553925970294085e+00	2.778832710223785e+04	1.110949610709590e+04	3.001050895323963e+02	-2.399167910225283e-02	4.330961540743385e-02	1.846413464595312e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
24	1.003189623525559e+00	-1.357008597802457e-04	1.288653004689016e-01	-3.558879682940799e-01	1.257856905080419e+00	2.776222639223886e+04	1.110223839183106e+04	3.001268865876662e+02	-9.333320468506981e-02	2.920895267932517e-02	1.846516583073550e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
25	1.002807732508598e+00	2.136645187547013e-04	1.291528333173246e-01	-1.061414066789689e+00	9.378085282090699e-01	2.782193198963487e+04	1.112566626755684e+04	3.000906302948143e+02	1.305009614001594e-01	3.157880031663379e-02	1.846345058179956e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
26	1.001748318541441e+00	-8.180059778925155e-04	1.294211100080564e-01	-3.781052999155702e-01	2.342763139734833e+00	2.789027783893231e+04	1.114740853250241e+04	3.000538078074600e+02	3.382304969270845e-01	5.280300191059778e-02	1.846170844352024e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
27	1.001384414590915e+00	-1.006656295743681e-03	1.292393165348439e-01	-1.883122030516548e-01	3.697497816831504e+00	2.785914573558431e+04	1.112244655780737e+04	2.998030317650042e+02	9.973927155500396e-02	8.252944631977725e-02	1.844984100827627e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
28	1.002354780130738e+00	5.668868949242600e-04	1.284958367220884e-01	-4.232569301440417e-01	9.726954021351908e-01	2.767744201557303e+04	1.106922533660505e+04	3.000948324630868e+02	-4.087459110241237e-01	2.377188797339564e-02	1.846364938734362e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
29	1.002272358243653e+00	7.876637016332066e-05	1.287411640030066e-01	-1.174280615112395e+00	9.386455889390051e-01	2.773555985172349e+04	1.109071303487747e+04	3.001044133309949e+02	-2.034485515794898e-01	3.362411322993636e-02	1.846410265533354e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
30	1.002182284557499e+00	-3.138218678114868e-04	1.286000043146885e-01	-1.008878848821088e+00	1.276694235672188e+00	2.770866156432918e+04	1.107934676474542e+04	3.001259290277028e+02	-3.120439541796527e-01	3.643340381156129e-02	1.846512053082856e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
31	1.001747965947849e+00	-4.536787556860622e-04	1.293856514209591e-01	-1.562620300105956e+00	1.699698948493978e+00	2.788211099281419e+04	1.114460428910864e+04	3.000605363385441e+02	3.114382478605421e-01	5.138721846217797e-02	1.846202679022938e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
32	1.001040328740961e+00	-1.169723881125123e-03	1.283842621153898e-01	6.070334063727035e-01	5.095726701482319e+00	2.768711506929461e+04	1.103382087441832e+04	2.993949600170347e+02	-7.470065524080559e-01	1.152346603235152e-01	1.843051956344395e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
33	1.003568587892106e+00	-3.216575377390851e-03	1.289681203849115e-01	1.611863921485895e+00	1.637692920906761e+00	2.779461797671505e+04	1.110965889827884e+04	3.000880489107632e+02	-2.243634266861609e-02	5.130589800043761e-02	1.846332845525662e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
34	1.001093760914761e+00	-1.600295768388189e-03	1.290793086526655e-01	1.388231921053548e+00	4.437627025936231e+00	2.783251699353336e+04	1.109950844401555e+04	2.995556122133183e+02	-1.194156203464310e-01	1.038199562035692e-01	1.843812767688128e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
35	1.000726315208001e+00	-1.407131863958041e-03	1.279201173015391e-01	2.269165254179684e+00	6.391466312413147e+00	2.760811556197516e+04	1.097132641492144e+04	2.987793874460608e+02	-1.344089932487664e+00	1.530085436517372e-01	1.840134908651230e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
36	1.001584423199617e+00	-2.253324016864641e-03	1.290987089673186e-01	1.207196493909612e+00	2.595944395724086e+00	2.782402143710986e+04	1.111691092550854e+04	2.999801873300576e+02	4.685083839672109e-02	6.386906905421992e-02	1.845822501394189e-05	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
